# Datum der Auswertung: 01.02.2025
# Zeitraum der Auswertung: 01.01.2025 - 31.01.2025
# Z‰hlpunkte:
# DE00721470567000ZE000003260753VS0 NNA/LGS_Saldo_Bosch Batterie Speicher Wernau Junkersstr. P+ Robert Bosch GmbH Batteriespeicher Wernau
# DE00721470567000ZE000003260754VS0 NNA/LGS_Eigenbedarf Batterie-Speicher Wernau Junkersstr. P+ Robert Bosch GmbH Batteriespeicher Wernau
# DE00721470567EM0ZE000003260755VS0 VNA/EGS Saldo_Bosch Batterie Speicher Wernau Junkersstr. ‹berschuﬂ P- Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung P+ Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung P- Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q1 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q2 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q3 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q4 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000923228 Bosch Wernau Eigenbedarf Batterie-Speicher Abrechnung Bezug P+ Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000923228 Bosch Wernau Eigenbedarf Batterie-Speicher Abrechnung Bezug Q1 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000923228 Bosch Wernau Eigenbedarf Batterie-Speicher Abrechnung Bezug Q4 Robert Bosch GmbH Batteriespeicher Wernau
Datum/Zeit;NNA/LGS_Saldo_Bosch Batterie Speicher Wernau Junkersstr. P+;NNA/LGS_Eigenbedarf Batterie-Speicher Wernau Junkersstr. P+;VNA/EGS Saldo_Bosch Batterie Speicher Wernau Junkersstr. ‹berschuﬂ P-;Bosch Wernau Batterie-Speicher Abrechnung P+;Bosch Wernau Batterie-Speicher Abrechnung P-;Bosch Wernau Batterie-Speicher Abrechnung Q1;Bosch Wernau Batterie-Speicher Abrechnung Q2;Bosch Wernau Batterie-Speicher Abrechnung Q3;Bosch Wernau Batterie-Speicher Abrechnung Q4;Bosch Wernau Eigenbedarf Batterie-Speicher Abrechnung Bezug P+;Bosch Wernau Eigenbedarf Batterie-Speicher Abrechnung Bezug Q1;Bosch Wernau Eigenbedarf Batterie-Speicher Abrechnung Bezug Q4
07.01.2025 07:00;11,917;1,443;26,64;13,36;26,64;0,12;0,08;8,52;6;1,415;0,035;1,045
07.01.2025 07:15;58,392;1,448;21,4;59,84;21,4;1,4;0,04;5,16;5,84;1,42;0,02;1,03
07.01.2025 07:30;6,757;1,443;29,36;8,2;29,36;0,08;2,12;3,44;4,76;1,415;0,025;1,05
07.01.2025 07:45;176,676;1,484;0;178,16;0;13,68;0;0;1,28;1,455;0,005;1,025
07.01.2025 08:00;11;1,52;9,6;12,52;9,6;0,56;0,08;2,88;6,32;1,49;0;0,97
07.01.2025 08:15;51,291;1,749;14,8;53,04;14,8;0,8;0,4;2,32;4,64;1,715;0,035;0,765
07.01.2025 08:30;2,444;1,596;26,24;4,04;26,24;0,16;0,6;4,68;3,84;1,565;0;0,915
07.01.2025 08:45;9,37;1,51;3,6;10,88;3,6;0,4;0,12;0,8;6,56;1,48;0;0,995
07.01.2025 09:00;3,322;1,438;17,88;4,76;17,88;0,04;0,12;3,56;4,32;1,41;0;1,025
07.01.2025 09:15;10,867;1,454;52,72;12,32;52,72;0,4;9,68;0,68;5,12;1,425;0;1,02
07.01.2025 09:30;1,898;1,382;17,68;3,28;17,68;0,12;0,56;3,28;4,52;1,355;0;1,1
07.01.2025 09:45;64,006;1,474;8,24;65,48;8,24;0,36;0,64;0,56;10,72;1,445;0;0,985
07.01.2025 10:00;35,856;1,464;1,8;37,32;1,8;0,16;0;0,56;12,92;1,435;0,03;1,02
07.01.2025 10:15;5,187;1,454;33,68;6,64;33,68;0,04;3,16;3,32;5,04;1,425;0,04;1,045
07.01.2025 10:30;17,445;1,515;4,16;18,96;4,16;0,72;0,12;0,8;8,76;1,485;0;0,93
07.01.2025 10:45;57,172;1,428;4,24;58,6;4,24;0,16;0;1,12;12,2;1,4;0;1,035
07.01.2025 11:00;66,496;1,505;0,68;68;0,68;0,16;0;0,44;13;1,475;0;0,945
07.01.2025 11:15;14,825;1,535;11,36;16,36;11,36;0,16;0,16;2,24;11,12;1,505;0;0,935
07.01.2025 11:30;37,93;1,51;2,6;39,44;2,6;0,2;0;0,6;12,68;1,48;0,03;1
07.01.2025 11:45;23,248;1,632;1;24,88;1;0;0;0,8;18,32;1,6;0;0,84
07.01.2025 12:00;21,534;1,586;2,84;23,12;2,84;0;0;2,24;18,88;1,555;0;0,89
07.01.2025 12:15;0;1,617;169,8967;0,04;168,32;0;42,32;0,12;0,04;1,585;0,035;0,92
07.01.2025 12:30;16,663;1,377;3,24;18,04;3,24;0,44;0,16;0,84;10,84;1,35;0;1,11
07.01.2025 12:45;9,381;1,499;14,28;10,88;14,28;0,2;0,4;3,08;4,72;1,47;0;0,955
07.01.2025 13:00;1,931;1,469;19,84;3,4;19,84;0;0,68;3,44;4,24;1,44;0,03;1,025
07.01.2025 13:15;39,555;1,525;8,84;41,08;8,84;0,88;0,64;1,44;7,36;1,495;0,035;1,055
07.01.2025 13:30;0,301;1,499;39,88;1,8;39,88;0,12;1,32;5,56;1,52;1,47;0,03;1,065
07.01.2025 13:45;6,896;1,464;15,2;8,36;15,2;0,6;0,12;3,12;5,16;1,435;0,04;1,05
07.01.2025 14:00;10,077;1,443;29,16;11,52;29,16;0,24;1,32;4,32;2,64;1,415;0,03;1,065
07.01.2025 14:15;35,501;1,459;6,96;36,96;6,96;0,96;0,56;1,04;6,4;1,43;0,025;1,03
07.01.2025 14:30;0;1,561;42,1206;0,4;40,96;0;3,44;4,84;1,36;1,53;0,05;0,935
07.01.2025 14:45;3,086;1,474;18,24;4,56;18,24;0,32;0,08;3,64;4,48;1,445;0,04;1,04
07.01.2025 15:00;5,587;1,454;23,72;7,04;23,72;0,16;0,96;4,24;3,24;1,425;0;1,03
07.01.2025 15:15;47,333;1,387;33,84;48,72;33,84;8,72;9,12;1,12;1,24;1,36;0;1,135
07.01.2025 15:30;0;1,433;54,6331;0,48;53,68;0,28;11,76;1,64;0,4;1,405;0;1,065
07.01.2025 15:45;11,75;1,53;23,28;13,28;23,28;0,28;1,84;2,32;4,6;1,5;0,04;0,965
07.01.2025 16:00;10,148;1,372;14,36;11,52;14,36;0,28;0,6;2,68;5,04;1,345;0;1,13
07.01.2025 16:15;39,761;1,479;8,8;41,24;8,8;6,12;0,36;1,84;3,52;1,45;0,02;1,015
07.01.2025 16:30;154,931;1,469;0;156,4;0;4,88;0;0,04;2,6;1,44;0,025;1,04
07.01.2025 16:45;16,621;1,459;23,56;18,08;23,56;0,36;0,96;2,88;4,44;1,43;0,035;1,05
07.01.2025 17:00;8,151;1,489;25,96;9,64;25,96;0,32;0,72;4,48;3,2;1,46;0,02;1,005
07.01.2025 17:15;39,512;1,448;16,92;40,96;16,92;3,28;0,28;2,6;2,6;1,42;0,04;1,06
07.01.2025 17:30;17,837;1,443;4,4;19,28;4,4;0,44;0,04;1,28;6,92;1,415;0,04;1,06
07.01.2025 17:45;24,501;1,459;3,96;25,96;3,96;0,28;0;1,16;6,56;1,43;0,01;1,03
07.01.2025 18:00;23,336;1,464;0,4;24,8;0,4;0,52;0;0,12;7,52;1,435;0,02;1,03
07.01.2025 18:15;16,067;1,454;10,32;17,52;10,32;0,44;0,04;2,28;5,4;1,425;0,04;1,05
07.01.2025 18:30;6,501;1,459;25;7,96;25;0,12;2,04;2,72;4,2;1,43;0;1,02
07.01.2025 18:45;23,682;1,438;0,8;25,12;0,8;0,4;0;0,32;7,48;1,41;0;1,04
07.01.2025 19:00;11,272;1,448;16,56;12,72;16,56;0,4;0,68;2,96;4,48;1,42;0,03;1,065
07.01.2025 19:15;1,347;1,454;37,92;2,8;37,92;0,08;3,28;4,04;2,16;1,425;0,04;1,06
07.01.2025 19:30;41,322;1,438;3,84;42,76;3,84;3,72;0;0,96;4,68;1,41;0,035;1,075
07.01.2025 19:45;7,357;1,443;22,04;8,8;22,04;0,32;1,48;2,4;4,6;1,415;0,035;1,07
07.01.2025 20:00;38,821;1,459;6,28;40,28;6,28;2,4;0;1,24;5,48;1,43;0,025;1,04
07.01.2025 20:15;22,496;1,464;69,48;23,96;69,48;1,28;15,68;0,68;2,6;1,435;0,035;1,05
07.01.2025 20:30;23,181;1,459;3,16;24,64;3,16;0,72;0;1,08;6,52;1,43;0;1,02
07.01.2025 20:45;31,432;1,448;17,6;32,88;17,6;2,16;2,36;1,08;4,52;1,42;0,02;1,06
07.01.2025 21:00;62,472;1,448;3,72;63,92;3,72;12,88;0,76;0,24;2,16;1,42;0,01;1,05
07.01.2025 21:15;0,352;1,448;56,44;1,8;56,44;0,6;18,68;1,24;1,16;1,42;0;1,055
07.01.2025 21:30;30,308;1,372;1,08;31,68;1,08;0,72;0;0,36;9;1,345;0;1,12
07.01.2025 21:45;39,802;1,438;5;41,24;5;0,36;0;0,96;9,52;1,41;0;1,035
07.01.2025 22:00;39,276;1,484;2,88;40,76;2,88;0,76;0;0,84;6,8;1,455;0;0,975
07.01.2025 22:15;9,658;1,382;49,04;11,04;49,04;0,28;16,52;1,16;4,56;1,355;0;1,12
07.01.2025 22:30;7,506;1,494;6,12;9;6,12;0,16;0;1,72;6,2;1,465;0;0,965
07.01.2025 22:45;13,097;1,423;11,48;14,52;11,48;0,48;0,28;2,2;5,32;1,395;0;1,06
07.01.2025 23:00;34,096;1,505;2,44;35,6;2,44;2;0;0,64;5,92;1,475;0;0,965
07.01.2025 23:15;16,748;1,372;24,8;18,12;24,8;0,44;3,92;1,04;5,4;1,345;0;1,135
07.01.2025 23:30;18,911;1,489;0,56;20,4;0,56;0,72;0;0,28;7,56;1,46;0,025;1,01
07.01.2025 23:45;33,011;1,469;4,32;34,48;4,32;2,6;0,04;1,2;5,12;1,44;0,03;1,035
08.01.2025 00:00;29,216;1,464;3,6;30,68;3,6;1,12;0;0,72;6,52;1,435;0,01;1,025
08.01.2025 00:15;0,536;1,464;40;2;40;0,56;5,52;3,04;2,36;1,435;0;1,02
08.01.2025 00:30;18,112;1,448;7,8;19,56;7,8;0,56;0,04;2,24;5,48;1,42;0,03;1,075
08.01.2025 00:45;16,647;1,433;0,56;18,08;0,56;0,8;0;0,28;7,84;1,405;0,035;1,085
08.01.2025 01:00;23,006;1,474;1,68;24,48;1,68;1,28;0;0,68;6,84;1,445;0,025;1,025
08.01.2025 01:15;3,397;1,443;39,92;4,84;39,92;0,16;4,28;3,28;2,88;1,415;0,015;1,055
08.01.2025 01:30;27,227;1,454;0;28,68;0;0,76;0;0;7,64;1,425;0,035;1,065
08.01.2025 01:45;29,757;1,443;0,84;31,2;0,84;1,52;0;0,4;6,56;1,415;0,03;1,065
08.01.2025 02:00;49,952;1,448;0;51,4;0;1,12;0;0;6,8;1,42;0,035;1,06
08.01.2025 02:15;2,752;1,448;28,56;4,2;28,56;0,12;1,72;4,12;3,04;1,42;0,035;1,07
08.01.2025 02:30;17,581;1,459;5,64;19,04;5,64;0,44;0,04;1,4;6,64;1,43;0,04;1,065
08.01.2025 02:45;0;1,484;151,6041;0,12;150,24;0;60,88;0;0,04;1,455;0,03;1,065
08.01.2025 03:00;46,541;1,459;0,8;48;0,8;2,4;0,32;0;6,2;1,43;0,04;1,06
08.01.2025 03:15;4,901;1,459;7,56;6,36;7,56;0,28;0,08;2,56;5,8;1,43;0,03;1,06
08.01.2025 03:30;5,112;1,448;5,92;6,56;5,92;0,36;0,04;1,6;6,6;1,42;0,03;1,065
08.01.2025 03:45;14,682;1,438;23,32;16,12;23,32;0,44;2,64;2,16;4,36;1,41;0,025;1,07
08.01.2025 04:00;13,696;1,464;0,6;15,16;0,6;0,48;0;0,24;7,92;1,435;0;1,01
08.01.2025 04:15;22,797;1,443;0;24,24;0;0,48;0;0;8,08;1,415;0,02;1,065
08.01.2025 04:30;6,152;1,448;5,36;7,6;5,36;0,2;0;1,64;6,48;1,42;0;1,03
08.01.2025 04:45;15,021;1,459;7;16,48;7;0,52;0,04;1,64;6,08;1,43;0;1,015
08.01.2025 05:00;22,527;1,433;4,92;23,96;4,92;0,8;0;1,48;5,6;1,405;0,03;1,06
08.01.2025 05:15;28,997;1,443;2;30,44;2;0,28;0;0,72;11,92;1,415;0,015;1,03
08.01.2025 05:30;17,867;1,454;7,76;19,32;7,76;0,12;0,04;2,08;7,52;1,425;0;0,995
08.01.2025 05:45;7,923;1,397;14,68;9,32;14,68;0;0;10;12;1,37;0;1,07
08.01.2025 06:00;25,427;1,454;21,48;26,88;21,48;0,32;0;11,16;7,48;1,425;0,035;1,03
08.01.2025 06:15;70,196;1,484;40,6;71,68;40,6;2,36;6,44;1,16;2,24;1,455;0,025;1,03
08.01.2025 06:30;0,027;1,454;54,48;1,48;54,48;0,08;6,24;3,64;1,44;1,425;0,035;1,045
08.01.2025 06:45;18,639;1,561;41,28;20,2;41,28;0,04;2,8;4,44;3,72;1,53;0,04;0,905
08.01.2025 07:00;0;1,459;169,9386;0;168,48;0;42,4;0,04;0;1,43;0,03;1,055
08.01.2025 07:15;42,807;1,433;9,44;44,24;9,44;0,4;0,08;4,76;11,72;1,405;0,01;1,025
08.01.2025 07:30;4,383;1,377;28,24;5,76;28,24;0;0,04;10,52;9,68;1,35;0;1,085
08.01.2025 07:45;6,497;1,423;27,32;7,92;27,32;0;0;12,52;8,52;1,395;0,035;1,05
08.01.2025 08:00;9,561;1,479;9;11,04;9;0,04;0,08;2,6;12,68;1,45;0;0,96
08.01.2025 08:15;25,223;1,377;19,64;26,6;19,64;0,64;1,16;2,56;4,32;1,35;0;1,135
08.01.2025 08:30;148,025;1,535;0;149,56;0;33,76;0;0;0,04;1,505;0;0,955
08.01.2025 08:45;23,39;1,53;12,04;24,92;12,04;1,6;0,24;2,2;4,56;1,5;0;0,97
08.01.2025 09:00;14,03;1,53;6,04;15,56;6,04;0,52;0,04;1,28;6,68;1,5;0;0,98
08.01.2025 09:15;23,176;1,505;25,16;24,68;25,16;1,64;5,68;0,68;4,28;1,475;0,035;1,035
08.01.2025 09:30;15,671;1,489;5,96;17,16;5,96;2,52;1,04;0,68;4,64;1,46;0;1,015
08.01.2025 09:45;42,471;1,489;0,56;43,96;0,56;3,32;0;0,32;6,04;1,46;0;0,985
08.01.2025 10:00;49,53;1,51;0,64;51,04;0,64;5,64;0;0,2;5,2;1,48;0;0,985
08.01.2025 10:15;12,358;1,642;53,84;14;53,84;0,32;12;0,6;4,32;1,61;0;0,88
08.01.2025 10:30;71,698;1,622;0,72;73,32;0,72;9,48;0;0,28;2,32;1,59;0;0,9
08.01.2025 10:45;12,927;1,673;14;14,6;14;0,48;0,08;3,12;5,12;1,64;0;0,83
08.01.2025 11:00;22,076;1,484;2,76;23,56;2,76;0,72;0;0,8;7,4;1,455;0,015;1,01
08.01.2025 11:15;8,265;1,535;29,72;9,8;29,72;0,28;3,32;2,04;4,36;1,505;0,035;0,99
08.01.2025 11:30;18,576;1,505;6,52;20,08;6,52;1,12;0,04;1,84;5,6;1,475;0,02;1,005
08.01.2025 11:45;23,421;1,459;2,36;24,88;2,36;0,72;0;0,76;7,16;1,43;0;1,015
08.01.2025 12:00;21,233;1,367;0,48;22,6;0,48;0,48;0;0,28;7,84;1,34;0;1,135
08.01.2025 12:15;6,701;1,459;27,24;8,16;27,24;0,04;2,72;2,72;3,72;1,43;0,04;1,06
08.01.2025 12:30;46,997;1,443;0;48,44;0;2,04;0;0;6,44;1,415;0;1,035
08.01.2025 12:45;5,791;1,489;18,84;7,28;18,84;0,36;2;2,8;4,44;1,46;0;0,975
08.01.2025 13:00;50,783;1,377;0,04;52,16;0,04;4,72;0;0,08;5,44;1,35;0;1,125
08.01.2025 13:15;2,691;1,469;26,6;4,16;26,6;0,16;2,72;2,88;4,16;1,44;0,02;1,02
08.01.2025 13:30;0;1,525;139,5249;0,04;138,04;0,04;37,12;0;0;1,495;0,015;0,975
08.01.2025 13:45;0;1,494;58,8143;0,12;57,44;0,04;6,96;3,92;0,6;1,465;0,015;0,99
08.01.2025 14:00;15,123;1,397;16,2;16,52;16,2;0,56;0,36;2,8;4,64;1,37;0;1,09
08.01.2025 14:15;27,741;1,459;53,12;29,2;53,12;4,84;7,2;2,08;0,84;1,43;0,04;1,065
08.01.2025 14:30;0;1,423;93,5829;0,04;92,2;0;15,92;1,84;0,28;1,395;0,005;1,075
08.01.2025 14:45;0;1,408;59,4076;0,28;58,28;0,04;10,12;2,52;1,72;1,38;0;1,095
08.01.2025 15:00;14,227;1,413;6,76;15,64;6,76;0,56;0;1,88;6,2;1,385;0;1,075
08.01.2025 15:15;172,558;1,403;0;173,96;0;37;0;0;0,08;1,375;0;1,12
08.01.2025 15:30;0,922;1,438;30,48;2,36;30,48;0,4;2,48;3,72;2,12;1,41;0,04;1,085
08.01.2025 15:45;6,268;1,372;26,8;7,64;26,8;0,64;3,56;2,04;3,6;1,345;0;1,14
08.01.2025 16:00;16,941;1,499;3,36;18,44;3,36;1,4;0,12;1,04;6,32;1,47;0;0,97
08.01.2025 16:15;99,766;1,474;0,92;101,24;0,92;23,88;0,04;0,28;1,88;1,445;0,04;1,06
08.01.2025 16:30;11,861;1,459;21;13,32;21;1,36;3,68;0,72;3,52;1,43;0,035;1,07
08.01.2025 16:45;189,712;1,688;0;191,4;0;51,16;0;0;0,04;1,655;0,08;0,935
08.01.2025 17:00;13,025;2,055;23,36;15,08;23,36;1,48;5,76;0,72;2,88;2,015;0;0,605
08.01.2025 17:15;90,467;2,213;2,56;92,68;2,56;20,28;0,64;0,2;1,4;2,17;0,045;0,505
08.01.2025 17:30;6,485;2,035;8,84;8,52;8,84;4,36;1,72;0,28;2,52;1,995;0,1;0,71
08.01.2025 17:45;1,453;1,627;12,2;3,08;12,2;2,96;2,16;0,72;2,6;1,595;0,015;0,97
08.01.2025 18:00;0;1,428;155,348;0,04;153,96;0;82,44;0;0,04;1,4;0;1,135
08.01.2025 18:15;26,881;1,479;28,08;28,36;28,08;0,72;10,92;0,16;3,96;1,45;0;1,015
08.01.2025 18:30;7,371;1,469;14,32;8,84;14,32;2,32;2,52;0,72;3,6;1,44;0,01;1,015
08.01.2025 18:45;10,767;1,433;8,44;12,2;8,44;0,32;0;2,04;5,84;1,405;0,005;1,035
08.01.2025 19:00;13,998;1,362;1;15,36;1;0,52;0;0,36;7,76;1,335;0;1,14
08.01.2025 19:15;16,987;1,454;32,68;18,44;32,68;0,44;4,84;1,24;4,52;1,425;0,025;1,05
08.01.2025 19:30;17,93;1,51;2,12;19,44;2,12;0,92;0;0,68;6,92;1,48;0,04;0,975
08.01.2025 19:45;25,887;1,433;10,32;27,32;10,32;0,52;0,2;1,72;5,68;1,405;0,005;1,055
08.01.2025 20:00;43,988;1,372;0,12;45,36;0,12;3,28;0;0,08;6,24;1,345;0;1,14
08.01.2025 20:15;2,726;1,474;46,36;4,2;46,36;1,88;15,88;0,84;0,2;1,445;0,03;1,045
08.01.2025 20:30;24,112;1,448;8,6;25,56;8,6;1,32;1,56;0,2;5,8;1,42;0,035;1,07
08.01.2025 20:45;14,672;1,448;21,48;16,12;21,48;3,56;5,8;0,4;2,48;1,42;0,035;1,09
08.01.2025 21:00;34,397;1,443;4,12;35,84;4,12;1,04;0,64;0,24;6,8;1,415;0,02;1,05
08.01.2025 21:15;17,021;1,459;40,16;18,48;40,16;0,6;6,48;1,36;3,48;1,43;0,015;1,025
08.01.2025 21:30;51,917;1,443;0;53,36;0;0,6;0;0;10,12;1,415;0;1,02
08.01.2025 21:45;28,962;1,438;10,68;30,4;10,68;0,4;0,24;1,48;8,72;1,41;0;1,02
08.01.2025 22:00;108,917;1,443;0,96;110,36;0,96;2,84;0;0,2;6,68;1,415;0,025;1,055
08.01.2025 22:15;17,707;1,454;41,24;19,16;41,24;0,8;5,04;2,72;2,4;1,425;0,035;1,055
08.01.2025 22:30;11,522;1,438;4,48;12,96;4,48;0,48;0;0,88;7,36;1,41;0,015;1,045
08.01.2025 22:45;17,312;1,448;12;18,76;12;0,4;0,32;2,56;4,8;1,42;0,03;1,05
08.01.2025 23:00;0;1,571;117,8108;0,24;116,48;0,04;27,76;0,12;0;1,54;0,01;0,91
08.01.2025 23:15;0,646;1,474;63,24;2,12;63,24;0,6;11,36;2,76;1,84;1,445;0,03;1,025
08.01.2025 23:30;36,661;1,499;2,84;38,16;2,84;3,84;0;0,84;5,44;1,47;0,04;1,025
08.01.2025 23:45;12,668;1,372;13;14,04;13;0,8;0,24;2,72;4,92;1,345;0;1,14
09.01.2025 00:00;73,391;1,489;3,04;74,88;3,04;11,36;0,12;0,52;2,64;1,46;0;0,99
09.01.2025 00:15;0;1,469;86,9088;0,8;86,24;0,08;24,6;1,36;1,12;1,44;0;1,035
09.01.2025 00:30;33,97;1,51;2,08;35,48;2,08;0,72;0;0,56;6,8;1,48;0,025;0,99
09.01.2025 00:45;16,317;1,443;17,88;17,76;17,88;0,44;0,4;3,24;4,4;1,415;0,03;1,07
09.01.2025 01:00;16,032;1,448;1,12;17,48;1,12;0,92;0,04;0,32;6,8;1,42;0,04;1,07
09.01.2025 01:15;18,738;1,382;17,64;20,12;17,64;0,36;1,8;1,48;5,48;1,355;0;1,13
09.01.2025 01:30;10,826;1,494;0,6;12,32;0,6;2,28;0;0,24;5,88;1,465;0;0,98
09.01.2025 01:45;16,766;1,474;11;18,24;11;2,2;2,24;0,24;4,08;1,445;0,03;1,045
09.01.2025 02:00;27,392;1,448;0;28,84;0;0,88;0;0;7,52;1,42;0,035;1,08
09.01.2025 02:15;11,387;1,454;13,16;12,84;13,16;1,64;2,48;0,4;3,96;1,425;0,035;1,075
09.01.2025 02:30;24,369;1,591;0,88;25,96;0,88;3,36;0,2;0,16;4,92;1,56;0,025;0,9
09.01.2025 02:45;9,15;1,53;1,92;10,68;1,92;4,2;0,52;0,04;3,76;1,5;0,005;0,965
09.01.2025 03:00;35,816;1,464;0;37,28;0;2,76;0;0;5,2;1,435;0,03;1,07
09.01.2025 03:15;12,436;1,484;1,24;13,92;1,24;1,28;0;0,48;7,08;1,455;0,015;1,025
09.01.2025 03:30;4,461;1,459;1,84;5,92;1,84;0,6;0;0,72;7,48;1,43;0,01;1,04
09.01.2025 03:45;5,618;1,622;7,6;7,24;7,6;0,16;0,04;2,12;6;1,59;0,075;0,9
09.01.2025 04:00;19,371;1,469;0,72;20,84;0,72;0,32;0;0,36;7,6;1,44;0,025;1,045
09.01.2025 04:15;3,171;1,469;3,6;4,64;3,6;2,24;0,44;0,72;4,76;1,44;0,045;1,075
09.01.2025 04:30;8,592;1,448;3,08;10,04;3,08;0,36;0;1,08;7,04;1,42;0,04;1,065
09.01.2025 04:45;3,917;1,443;7,64;5,36;7,64;0,2;0,04;2;6,12;1,415;0,01;1,045
09.01.2025 05:00;6,965;1,556;27,24;8,52;27,24;0,4;1,16;3,92;3,4;1,525;0,035;0,94
09.01.2025 05:15;24,665;1,535;20,96;26,2;20,96;0,08;0,16;4,64;5,24;1,505;0;0,92
09.01.2025 05:30;0,388;1,372;43,48;1,76;43,48;0,2;4,68;2,16;4;1,345;0;1,115
09.01.2025 05:45;0;1,515;60,5947;0,16;59,24;0;2,2;11,92;2,44;1,485;0;0,935
09.01.2025 06:00;10,821;1,499;20,72;12,32;20,72;0,12;0;8,88;11,2;1,47;0;0,945
09.01.2025 06:15;33,171;1,469;55,12;34,64;55,12;0,56;10;1,64;3,12;1,44;0,035;1,05
09.01.2025 06:30;0;1,454;42,8135;1,08;42,44;0,04;1,48;5,72;1,2;1,425;0,04;1,06
09.01.2025 06:45;0;1,52;34,7998;0,52;33,8;0,08;0,24;9,68;2,12;1,49;0,05;0,975
09.01.2025 07:00;14,87;1,53;16,04;16,4;16,04;0,16;0,04;5,6;7,8;1,5;0,025;0,945
09.01.2025 07:15;38,983;1,377;37,72;40,36;37,72;0,88;0,04;6,36;6,84;1,35;0;1,11
09.01.2025 07:30;0;1,464;47,4237;0,28;46,24;0;0;16,16;3,12;1,435;0,025;1,015
09.01.2025 07:45;161,376;1,505;0,08;162,88;0,08;4,36;0;0,04;2,72;1,475;0;0,97
09.01.2025 08:00;5,045;1,556;22,32;6,6;22,32;0,04;0;10,48;8,76;1,525;0,025;0,9
09.01.2025 08:15;26,347;1,454;13,88;27,8;13,88;0,04;0;7,84;11,08;1,425;0,035;1,03
09.01.2025 08:30;4,117;1,443;15,48;5,56;15,48;0;0;9,96;11,32;1,415;0,025;1,03
09.01.2025 08:45;27,757;1,443;2,04;29,2;2,04;0;0;1,44;18,8;1,415;0,005;1,01
09.01.2025 09:00;0,371;1,469;24,52;1,84;24,52;0;0,2;9,16;7,2;1,44;0,005;0,99
09.01.2025 09:15;9,576;1,505;14,96;11,08;14,96;0,2;0,68;2,44;6,76;1,475;0,02;0,96
09.01.2025 09:30;18,57;1,55;6,92;20,12;6,92;0,32;0,04;1,6;11,64;1,52;0,02;0,915
09.01.2025 09:45;21,291;1,469;8,56;22,76;8,56;0,16;0,12;1,64;13,48;1,44;0;0,985
09.01.2025 10:00;20,478;1,403;21,76;21,88;21,76;0;0,16;6,88;10,52;1,375;0;1,055
09.01.2025 10:15;1,403;1,637;36,96;3,04;36,96;0;0,04;12,4;6,8;1,605;0,03;0,83
09.01.2025 10:30;14,216;1,464;4,44;15,68;4,44;0;0;3,56;18,36;1,435;0,025;1,015
09.01.2025 10:45;6,106;1,494;11,32;7,6;11,32;0;0;8,76;12,88;1,465;0;0,955
09.01.2025 11:00;17,225;1,535;9,68;18,76;9,68;0;0;5,84;14,6;1,505;0;0,915
09.01.2025 11:15;1,144;1,576;37,6;2,72;37,6;0;0,56;10,48;8,16;1,545;0,015;0,895
09.01.2025 11:30;15,366;1,474;1,32;16,84;1,32;0,04;0;1,56;19,12;1,445;0,015;0,995
09.01.2025 11:45;9,311;1,489;6,6;10,8;6,6;0,16;0;2,88;15,12;1,46;0,005;0,975
09.01.2025 12:00;1,823;1,658;19,04;3,48;19,04;0,12;0,36;5,76;8,6;1,625;0,025;0,815
09.01.2025 12:15;171,104;1,576;0,32;172,68;0,32;6;0;0,32;3,48;1,545;0,005;0,955
09.01.2025 12:30;34,15;1,53;7,76;35,68;7,76;0,08;0,44;1,48;13,92;1,5;0,04;0,98
09.01.2025 12:45;6,963;1,637;17,96;8,6;17,96;0,08;1;3,28;9,24;1,605;0,075;0,9
09.01.2025 13:00;14,26;1,54;4,08;15,8;4,08;0,04;0;2,6;15,72;1,51;0,065;0,98
09.01.2025 13:15;11,937;1,663;17,32;13,6;17,32;0;0,64;3,12;13,28;1,63;0,075;0,86
09.01.2025 13:30;24,704;1,576;1,52;26,28;1,52;0;0;1,6;19,24;1,545;0,055;0,925
09.01.2025 13:45;7,664;1,576;25,04;9,24;25,04;0,08;0,24;5,92;9,64;1,545;0,07;0,955
09.01.2025 14:00;21,419;1,581;5,56;23;5,56;0,12;0,04;1,52;11,88;1,55;0,055;0,925
09.01.2025 14:15;8,074;1,566;37,84;9,64;37,84;0,08;6,16;1,32;9,76;1,535;0,055;0,965
09.01.2025 14:30;17,863;1,658;4,76;19,52;4,76;0;0;3,2;17;1,625;0,075;0,855
09.01.2025 14:45;2,601;1,479;20,76;4,08;20,76;0,04;0,16;6,64;6,24;1,45;0,035;1,025
