# Datum der Auswertung: 01.02.2025
# Zeitraum der Auswertung: 01.01.2025 - 31.01.2025
# Z‰hlpunkte:
# DE00721470567000ZE000003260753VS0 NNA/LGS_Saldo_Bosch Batterie Speicher Wernau Junkersstr. P+ Robert Bosch GmbH Batteriespeicher Wernau
# DE00721470567000ZE000003260754VS0 NNA/LGS_Eigenbedarf Batterie-Speicher Wernau Junkersstr. P+ Robert Bosch GmbH Batteriespeicher Wernau
# DE00721470567EM0ZE000003260755VS0 VNA/EGS Saldo_Bosch Batterie Speicher Wernau Junkersstr. ‹berschuﬂ P- Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung P+ Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung P- Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q1 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q2 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q3 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q4 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000923228 Bosch Wernau Eigenbedarf Batterie-Speicher Abrechnung Bezug P+ Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000923228 Bosch Wernau Eigenbedarf Batterie-Speicher Abrechnung Bezug Q1 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000923228 Bosch Wernau Eigenbedarf Batterie-Speicher Abrechnung Bezug Q4 Robert Bosch GmbH Batteriespeicher Wernau
Datum/Zeit;NNA/LGS_Saldo_Bosch Batterie Speicher Wernau Junkersstr. P+;NNA/LGS_Eigenbedarf Batterie-Speicher Wernau Junkersstr. P+;VNA/EGS Saldo_Bosch Batterie Speicher Wernau Junkersstr. ‹berschuﬂ P-;Bosch Wernau Batterie-Speicher Abrechnung P+;Bosch Wernau Batterie-Speicher Abrechnung P-;Bosch Wernau Batterie-Speicher Abrechnung Q1;Bosch Wernau Batterie-Speicher Abrechnung Q2;Bosch Wernau Batterie-Speicher Abrechnung Q3;Bosch Wernau Batterie-Speicher Abrechnung Q4;Bosch Wernau Eigenbedarf Batterie-Speicher Abrechnung Bezug P+;Bosch Wernau Eigenbedarf Batterie-Speicher Abrechnung Bezug Q1;Bosch Wernau Eigenbedarf Batterie-Speicher Abrechnung Bezug Q4
23.01.2025 17:30;7,286;1,474;21,6;8,76;21,6;0,36;0,2;4,16;4,88;1,445;0,035;1,02
23.01.2025 17:45;3,16;1,52;20,24;4,68;20,24;0,6;0,16;4,08;3,92;1,49;0,015;0,945
23.01.2025 18:00;6,751;1,489;11,76;8,24;11,76;0,24;0,04;2,76;5,48;1,46;0,055;1,04
23.01.2025 18:15;25,325;1,515;7,72;26,84;7,72;1,16;0,04;1,76;5,4;1,485;0,04;0,995
23.01.2025 18:30;13,741;1,459;2,8;15,2;2,8;0,32;0;0,92;7,12;1,43;0,035;1,055
23.01.2025 18:45;34,383;1,377;2,92;35,76;2,92;3,08;0,08;0,8;4,92;1,35;0,005;1,135
23.01.2025 19:00;11,302;1,418;6,72;12,72;6,72;0,76;0;1,92;6,04;1,39;0,07;1,145
23.01.2025 19:15;3,081;1,479;28,96;4,56;28,96;0,2;3,08;3,04;3,72;1,45;0,01;1
23.01.2025 19:30;27,846;1,474;6,32;29,32;6,32;0,4;0,24;0,92;6,44;1,445;0,03;1,025
23.01.2025 19:45;13,051;1,469;17,44;14,52;17,44;0,24;1,2;2,28;4,88;1,44;0;1,025
23.01.2025 20:00;27,187;1,454;3,72;28,64;3,72;0,36;0;1,08;6,68;1,425;0,02;1,045
23.01.2025 20:15;13,096;1,505;54,48;14,6;54,48;2,52;20,56;0,28;2,48;1,475;0;0,995
23.01.2025 20:30;15,938;1,382;19,92;17,32;19,92;2,8;5,36;0,24;3,96;1,355;0;1,14
23.01.2025 20:45;46,576;1,464;11,72;48,04;11,72;5,04;4,04;0,4;3,48;1,435;0,04;1,08
23.01.2025 21:00;32,216;1,464;2,56;33,68;2,56;2,96;0,68;0,36;5,64;1,435;0;1,04
23.01.2025 21:15;5,221;1,459;23,36;6,68;23,36;0,24;2,52;2,48;4,52;1,43;0;1,015
23.01.2025 21:30;21,002;1,438;5,96;22,44;5,96;0,64;0,08;1,36;6,48;1,41;0,02;1,055
23.01.2025 21:45;47,341;1,499;5,4;48,84;5,4;0,52;0,52;0,84;9,44;1,47;0;0,96
23.01.2025 22:00;103,053;1,387;0;104,44;0;1,76;0;0;9,16;1,36;0;1,115
23.01.2025 22:15;0,436;1,484;29,44;1,92;29,44;0,08;0,88;7,92;4,76;1,455;0,015;0,975
23.01.2025 22:30;5,741;1,499;7,48;7,24;7,48;0,08;0,04;4,44;10,36;1,47;0;0,945
23.01.2025 22:45;10,607;1,433;13,56;12,04;13,56;0,12;0,04;4,72;9,56;1,405;0;1,025
23.01.2025 23:00;24,122;1,438;3,32;25,56;3,32;0,04;0;2,56;18,04;1,41;0;1,005
23.01.2025 23:15;6,463;1,377;52;7,84;52;0,16;10;2;7,36;1,35;0;1,115
23.01.2025 23:30;29,617;1,423;1,44;31,04;1,44;0,36;0;0,44;12,36;1,395;0;1,04
23.01.2025 23:45;18,112;1,448;6,48;19,56;6,48;0,08;0,04;1,48;10,04;1,42;0;1,005
24.01.2025 00:00;50,917;1,443;5,56;52,36;5,56;0,24;0,28;0,72;11,96;1,415;0,015;1,03
24.01.2025 00:15;0;1,443;57,3633;1,08;57;0;7,6;4,16;1,28;1,415;0,035;1,055
24.01.2025 00:30;12,282;1,438;9,4;13,72;9,4;0,12;0,04;2,56;5,84;1,41;0,035;1,065
24.01.2025 00:45;12,957;1,443;9,92;14,4;9,92;0,32;0,08;2,44;6,28;1,415;0,015;1,04
24.01.2025 01:00;15,107;1,413;3,28;16,52;3,28;0,76;0;0,72;7,36;1,385;0,025;1,085
24.01.2025 01:15;1,229;1,331;16,2;2,56;16,2;0,16;0,16;4,2;4,52;1,305;0,01;1,18
24.01.2025 01:30;4,916;1,484;1,16;6,4;1,16;0,24;0;0,44;9,2;1,455;0;0,975
24.01.2025 01:45;6,158;1,362;3,48;7,52;3,48;0,44;0;1;9,92;1,335;0;1,115
24.01.2025 02:00;1,847;1,433;6,04;3,28;6,04;0,08;0,04;1,76;7,68;1,405;0;1,035
24.01.2025 02:15;3,197;1,443;46,24;4,64;46,24;0,08;3,32;4,6;2,8;1,415;0;1,015
24.01.2025 02:30;10,917;1,443;3,56;12,36;3,56;0,32;0,08;1,52;10,4;1,415;0,03;1,055
24.01.2025 02:45;1,598;1,362;11,88;2,96;11,88;0,24;0,08;3;6,08;1,335;0;1,12
24.01.2025 03:00;14,137;1,423;1,16;15,56;1,16;0,48;0;0,52;10,8;1,395;0;1,05
24.01.2025 03:15;2,591;1,489;4,04;4,08;4,04;0;0;1,36;6,72;1,46;0;0,97
24.01.2025 03:30;9,233;1,367;3,24;10,6;3,24;0,16;0;1,04;7,48;1,34;0;1,115
24.01.2025 03:45;3,941;1,459;5,68;5,4;5,68;0,6;0,04;1,64;7,2;1,43;0,025;1,035
24.01.2025 04:00;25,002;1,438;1,08;26,44;1,08;0,28;0;0,32;9,8;1,41;0;1,03
24.01.2025 04:15;5,798;1,362;13,68;7,16;13,68;0,16;0,04;3,64;7,68;1,335;0;1,12
24.01.2025 04:30;14,416;1,464;10,88;15,88;10,88;0,04;0,04;3,16;9,92;1,435;0,035;1,025
24.01.2025 04:45;6,712;1,448;11,56;8,16;11,56;0,12;0,16;2,44;7,72;1,42;0,035;1,04
24.01.2025 05:00;14,682;1,438;5,04;16,12;5,04;0,4;0,04;1,84;7,4;1,41;0,005;1,025
24.01.2025 05:15;51,456;1,464;1,92;52,92;1,92;1,92;0;0,6;6,28;1,435;0;1,01
24.01.2025 05:30;13,871;1,489;1,08;15,36;1,08;0,4;0;0,56;7,6;1,46;0;0,965
24.01.2025 05:45;8,496;1,505;26,28;10;26,28;0,28;1,76;3,48;3,4;1,475;0,02;0,98
24.01.2025 06:00;33,755;1,525;1,12;35,28;1,12;0,64;0;0,4;9,28;1,495;0,035;0,965
24.01.2025 06:15;19,227;1,454;51,68;20,68;51,68;0;7,88;2,96;5,08;1,425;0,02;1,025
24.01.2025 06:30;5,372;1,428;7,32;6,8;7,32;0,12;0,28;3,16;11,64;1,4;0,02;1,045
24.01.2025 06:45;1,833;1,367;23,36;3,2;23,36;0,04;0,08;8,88;6,72;1,34;0;1,11
24.01.2025 07:00;16,627;1,454;2,12;18,08;2,12;0;0;2,04;18,52;1,425;0,03;1,025
24.01.2025 07:15;40,576;1,464;40,12;42,04;40,12;0,24;0,04;4,84;7,28;1,435;0;0,99
24.01.2025 07:30;6,157;1,443;9,2;7,6;9,2;0,12;0,04;4,72;11,44;1,415;0;1,01
24.01.2025 07:45;8,012;1,428;19,52;9,44;19,52;0,4;1;2,52;4,84;1,4;0,02;1,075
24.01.2025 08:00;3,096;1,464;21,28;4,56;21,28;0,24;0,72;4,36;3,64;1,435;0;1,02
24.01.2025 08:15;25,651;1,469;20,64;27,12;20,64;1,68;0,52;3,4;2,68;1,44;0;1,01
24.01.2025 08:30;3,353;1,367;19,56;4,72;19,56;0,44;0,24;3,88;4,16;1,34;0;1,135
24.01.2025 08:45;16,411;1,469;2,96;17,88;2,96;0,64;0;0,96;6,8;1,44;0,03;1,035
24.01.2025 09:00;25,916;1,484;1,92;27,4;1,92;0,88;0;0,6;6,64;1,455;0;0,985
24.01.2025 09:15;11,123;1,397;37,88;12,52;37,88;1,4;6,24;0,64;2,64;1,37;0;1,125
24.01.2025 09:30;33,861;1,459;1,88;35,32;1,88;2,6;0,24;0,24;5,6;1,43;0,025;1,055
24.01.2025 09:45;15,856;1,464;8,56;17,32;8,56;0,68;1,44;0,44;5,84;1,435;0;1,025
24.01.2025 10:00;26,846;1,474;9,12;28,32;9,12;1,12;2,28;0,36;5,8;1,445;0;1,02
24.01.2025 10:15;22,095;1,545;66,44;23,64;66,44;1,76;26,72;0,72;2,64;1,515;0,03;0,97
24.01.2025 10:30;40,568;1,392;2,12;41,96;2,12;1,2;0;0,56;6,44;1,365;0;1,12
24.01.2025 10:45;28,725;1,515;16,72;30,24;16,72;3,24;1;1,92;4;1,485;0,025;0,985
24.01.2025 11:00;22,29;1,51;3,16;23,8;3,16;0,88;0;0,88;6,72;1,48;0,015;0,98
24.01.2025 11:15;17,485;1,515;4,2;19;4,2;3,8;0,76;0,24;3,28;1,485;0,025;0,985
24.01.2025 11:30;14,756;1,484;9,56;16,24;9,56;0,4;0,52;1,52;10,16;1,455;0,045;1,02
24.01.2025 11:45;6,088;1,632;11,48;7,72;11,48;0,28;0,2;1,92;10;1,6;0,11;0,91
24.01.2025 12:00;23,696;1,505;1,72;25,2;1,72;0,04;0;0,48;10,76;1,475;0,065;1,02
24.01.2025 12:15;4,911;1,489;13,52;6,4;13,52;0,24;0,84;2,04;6,2;1,46;0,065;1,045
24.01.2025 12:30;13,169;1,591;2,48;14,76;2,48;0,52;0;0,76;8,28;1,56;0,075;0,93
24.01.2025 12:45;9,14;1,54;17,72;10,68;17,72;0,28;2,12;1,36;5,6;1,51;0,075;1,005
24.01.2025 13:00;18,691;1,469;7,08;20,16;7,08;0,36;0;1,52;6,24;1,44;0;1,02
24.01.2025 13:15;4,458;1,622;8,56;6,08;8,56;0,16;0;2,36;5,4;1,59;0,01;0,83
24.01.2025 13:30;8,778;1,382;6,08;10,16;6,08;0,32;0,04;1,88;8,12;1,355;0;1,1
24.01.2025 13:45;10,314;1,566;4,12;11,88;4,12;0,36;0;1,36;7,2;1,535;0,03;0,92
24.01.2025 14:00;38,89;1,55;0,08;40,44;0,08;1,12;0;0,08;8;1,52;0,05;0,98
24.01.2025 14:15;14,194;1,566;54,72;15,76;54,72;0,36;8,76;1,52;2,04;1,535;0;0,91
24.01.2025 14:30;0;1,607;59,2865;0,04;57,72;0,04;4,64;4,72;0,16;1,575;0,025;0,88
24.01.2025 14:45;0;1,51;44,8296;0,12;43,44;0;1,32;6,2;0,76;1,48;0,02;1
24.01.2025 15:00;5,799;1,561;11,56;7,36;11,56;0,12;0,12;3,12;4,6;1,53;0,035;0,93
24.01.2025 15:15;22,08;1,52;1,8;23,6;1,8;0,36;0;0,48;8,92;1,49;0,025;0,975
24.01.2025 15:30;0;1,561;53,2806;1,04;52,76;0,04;7,64;1,88;2,12;1,53;0;0,91
24.01.2025 15:45;142,05;1,55;0;143,6;0;2,76;0;0;3,92;1,52;0;0,935
24.01.2025 16:00;18,245;1,556;2,76;19,8;2,76;0,12;0;1,16;10,92;1,525;0;0,9
24.01.2025 16:15;46,22;1,54;0,36;47,76;0,36;2,48;0;0,12;10,44;1,51;0;0,925
24.01.2025 16:30;8,186;1,494;7,76;9,68;7,76;0,56;0,04;1,64;7,32;1,465;0,015;0,985
24.01.2025 16:45;11,714;1,607;15,6;13,32;15,6;0,52;0,32;2,64;5,48;1,575;0,02;0,875
24.01.2025 17:00;6,211;1,469;27,56;7,68;27,56;0,28;1,76;3,28;3,68;1,44;0,015;1,025
24.01.2025 17:15;33,183;1,617;2,16;34,8;2,16;1,36;0;0,76;5,44;1,585;0,03;0,875
24.01.2025 17:30;20,221;1,459;2,68;21,68;2,68;0,44;0;0,84;7,68;1,43;0;1,01
24.01.2025 17:45;18,586;1,494;14,88;20,08;14,88;0,48;0,12;3,08;4,44;1,465;0;0,975
24.01.2025 18:00;3,24;1,52;30,28;4,76;30,28;0,36;1,4;3,76;3,16;1,49;0;0,97
24.01.2025 18:15;12,08;1,52;8,84;13,6;8,84;0,88;0,2;1,84;5,36;1,49;0,05;0,98
24.01.2025 18:30;2,36;1,52;10,84;3,88;10,84;0,52;0,56;2,56;5,04;1,49;0,04;1,005
24.01.2025 18:45;36,536;1,464;0;38;0;2,36;0;0;6,08;1,435;0,04;1,075
24.01.2025 19:00;18,747;1,454;4,84;20,2;4,84;1,48;0,92;0,24;5,52;1,425;0,015;1,055
24.01.2025 19:15;7,33;1,51;17,04;8,84;17,04;0,36;0,12;3,68;4,52;1,48;0;0,955
24.01.2025 19:30;26,111;1,489;2;27,6;2;0,92;0;0,68;6,56;1,46;0;0,995
24.01.2025 19:45;50,907;1,454;7,96;52,36;7,96;6,28;0;1,64;3,44;1,425;0,035;1,08
24.01.2025 20:00;33,215;1,545;7,64;34,76;7,64;2,12;1,56;0,08;4,48;1,515;0,015;0,95
24.01.2025 20:15;43,206;1,474;16,08;44,68;16,08;6,76;4,92;0;2,48;1,445;0;1,03
24.01.2025 20:30;62,021;1,459;0,2;63,48;0,2;4,44;0,04;0,04;5,52;1,43;0;1,025
24.01.2025 20:45;21,534;1,586;8,6;23,12;8,6;0,44;0,08;1,56;8,32;1,555;0,02;0,89
24.01.2025 21:00;63,314;1,607;2,76;64,92;2,76;1,56;0;0,84;7,84;1,575;0,015;0,885
24.01.2025 21:15;33,925;1,556;10,68;35,48;10,68;0,88;0,92;1,28;5;1,525;0,04;1,025
24.01.2025 21:30;0;1,719;93,7987;0,12;92,2;0;19,56;2,68;0;1,685;0,07;0,885
24.01.2025 21:45;18,923;1,637;4;20,56;4;0,72;0;1,2;6,32;1,605;0,055;0,915
24.01.2025 22:00;76,686;1,474;0;78,16;0;9;0;0;4,52;1,445;0,005;1,02
24.01.2025 22:15;4,86;1,54;35,36;6,4;35,36;0,64;5,72;1,92;4,56;1,51;0;0,92
24.01.2025 22:30;0,192;1,448;36,16;1,64;36,16;0,16;2,28;4,28;2,72;1,42;0,045;1,075
24.01.2025 22:45;0;1,693;153,6132;0;151,92;0;51;0;0;1,66;0,1;0,88
24.01.2025 23:00;39,001;1,479;1,04;40,48;1,04;2,08;0,48;0,12;6,52;1,45;0,06;1,05
24.01.2025 23:15;0;1,474;37,8739;1,32;37,72;1,44;4,48;2,48;1,28;1,445;0,035;1,035
24.01.2025 23:30;38,461;1,459;2,52;39,92;2,52;2,64;0;0,52;6,12;1,43;0,04;1,06
24.01.2025 23:45;10,326;1,474;13,12;11,8;13,12;2,52;1,64;1,6;2,68;1,445;0,035;1,04
25.01.2025 00:00;92,519;1,561;0;94,08;0;14,68;0;0;2,08;1,53;0,03;0,935
25.01.2025 00:15;0;1,596;97,7563;0,6;96,76;0,32;35,84;0,24;0,24;1,565;0,085;0,96
25.01.2025 00:30;19,131;1,469;1,12;20,6;1,12;2,36;0,36;0;5,76;1,44;0,035;1,055
25.01.2025 00:45;37,627;1,454;8,36;39,08;8,36;4,2;1,6;0,4;4,04;1,425;0,04;1,08
25.01.2025 01:00;49,081;1,479;1,4;50,56;1,4;5,64;0,16;0,16;3,84;1,45;0,035;1,05
25.01.2025 01:15;0,876;1,484;54,44;2,36;54,44;1,64;21,6;0,36;0,04;1,455;0,02;1,025
25.01.2025 01:30;18,071;1,489;0,88;19,56;0,88;4,52;0,28;0;3,2;1,46;0,04;1,025
25.01.2025 01:45;0,464;1,576;13,32;2,04;13,32;3,84;2,68;0,48;1,08;1,545;0,075;0,955
25.01.2025 02:00;21,581;1,459;1,12;23,04;1,12;2,52;0,16;0,24;5,24;1,43;0,035;1,08
25.01.2025 02:15;0,456;1,464;28,48;1,92;28,48;2,8;8,92;0,32;1,44;1,435;0,04;1,07
25.01.2025 02:30;1,976;1,464;9,56;3,44;9,56;4,28;1,96;0,4;1,96;1,435;0,03;1,06
25.01.2025 02:45;0;1,459;32,9786;1,24;32,76;2,16;9,4;0,68;0,64;1,43;0,03;1,065
25.01.2025 03:00;3,901;1,459;13,72;5,36;13,72;3,08;2,68;0,36;2,68;1,43;0,02;1,055
25.01.2025 03:15;2,286;1,474;15,84;3,76;15,84;3,36;2,88;0,76;1,64;1,445;0,03;1,05
25.01.2025 03:30;0;1,474;26,8339;0,72;26,08;2,24;5,36;0,92;0,2;1,445;0,025;1,045
25.01.2025 03:45;2,707;1,454;12,36;4,16;12,36;3,16;2,68;0,52;1,92;1,425;0,02;1,05
25.01.2025 04:00;12,827;1,454;3,8;14,28;3,8;3,88;1,08;0,04;3,12;1,425;0,035;1,07
25.01.2025 04:15;4,536;1,464;5,56;6;5,56;4,76;1,08;0,52;1,6;1,435;0,075;1,095
25.01.2025 04:30;0,901;1,459;10,6;2,36;10,6;3,88;2,36;0,52;1,04;1,43;0;1,03
25.01.2025 04:45;1,616;1,464;15,8;3,08;15,8;3,44;3,6;0,08;1,52;1,435;0,035;1,065
25.01.2025 05:00;6,637;1,443;5,6;8,08;5,6;4,08;1,32;0,24;2,56;1,415;0;1,045
25.01.2025 05:15;1,753;1,367;6,76;3,12;6,76;0,64;0,08;1,8;6,44;1,34;0;1,135
25.01.2025 05:30;23,307;1,454;1,88;24,76;1,88;0,6;0;0,52;7,24;1,425;0,04;1,06
25.01.2025 05:45;169,847;1,433;0;171,28;0;42,28;0;0;0;1,405;0;1,085
25.01.2025 06:00;10,344;1,576;9,92;11,92;9,92;1,2;0,04;2,72;4,72;1,545;0,045;0,92
25.01.2025 06:15;16,01;1,51;7,4;17,52;7,4;1,68;0;2;5,36;1,48;0;0,945
25.01.2025 06:30;8,112;1,448;4,12;9,56;4,12;0,36;0;1,28;6,72;1,42;0,04;1,07
25.01.2025 06:45;2,501;1,459;22,08;3,96;22,08;0,04;1,36;3,12;4,36;1,43;0,04;1,05
25.01.2025 07:00;15,192;1,448;13,96;16,64;13,96;0,28;0,32;2,68;5,04;1,42;0,035;1,07
25.01.2025 07:15;32,201;1,479;28,64;33,68;28,64;5,84;2,24;2,6;1,76;1,45;0,025;1,03
25.01.2025 07:30;3,401;1,479;16,92;4,88;16,92;0,24;0,28;3,28;4,64;1,45;0,035;1,02
25.01.2025 07:45;0;1,479;44,839;0,12;43,48;0,04;1,96;6,08;0,64;1,45;0,06;1,035
25.01.2025 08:00;28,595;1,525;0,88;30,12;0,88;1,04;0;0,28;7,08;1,495;0,05;0,99
25.01.2025 08:15;11,971;1,469;7,96;13,44;7,96;0,44;0,4;1,6;6,28;1,44;0;0,995
25.01.2025 08:30;9,632;1,448;6,4;11,08;6,4;0,44;0;1,92;6,08;1,42;0;1,025
25.01.2025 08:45;13,962;1,438;8,36;15,4;8,36;0,72;0,08;1,96;6;1,41;0,035;1,075
25.01.2025 09:00;8,687;1,433;15,16;10,12;15,16;1,12;0,08;3,84;3,8;1,405;0,025;1,07
25.01.2025 09:15;9,032;1,448;22,4;10,48;22,4;0,16;2,16;2,12;4,76;1,42;0,02;1,04
25.01.2025 09:30;0,753;1,367;18,52;2,12;18,52;0,28;0,44;3,44;4,68;1,34;0;1,13
25.01.2025 09:45;0;1,469;13,3488;1,44;13,32;0,12;0,08;3,48;4,84;1,44;0,02;1,02
25.01.2025 10:00;13,757;1,443;7,12;15,2;7,12;0,84;0,04;1,96;5,88;1,415;0,03;1,065
25.01.2025 10:15;29,996;1,484;1,6;31,48;1,6;2,48;0;0,6;6,12;1,455;0,03;1,005
25.01.2025 10:30;6,145;1,535;17,24;7,68;17,24;0,48;1,44;2,08;5,24;1,505;0,015;0,93
25.01.2025 10:45;20,876;1,484;12,72;22,36;12,72;0,56;0,4;1,92;5,4;1,455;0,015;1,005
25.01.2025 11:00;9,781;1,459;5,48;11,24;5,48;0,8;0,08;1,28;6,6;1,43;0,005;1,025
25.01.2025 11:15;24,331;1,469;1,64;25,8;1,64;1,36;0;0,64;7,08;1,44;0,005;1,005
25.01.2025 11:30;11,456;1,464;8,28;12,92;8,28;0,32;0,12;2,28;5,84;1,435;0;1,02
25.01.2025 11:45;17,027;1,454;5,36;18,48;5,36;0,8;0;1;6,72;1,425;0,04;1,06
25.01.2025 12:00;5,89;1,55;9,52;7,44;9,52;0,24;0,36;2,08;5,68;1,52;0,005;0,915
25.01.2025 12:15;6,121;1,479;25,88;7,6;25,88;0,2;1,08;3,92;3,36;1,45;0;1
25.01.2025 12:30;54,345;1,535;0,28;55,88;0,28;5,64;0;0,08;4,72;1,505;0,005;0,94
25.01.2025 12:45;1,56;1,52;22,36;3,08;22,36;0,24;2,24;2,4;4,32;1,49;0,07;1,03
25.01.2025 13:00;5,897;1,663;20,16;7,56;20,16;1,88;4,44;0,8;2,68;1,63;0,085;0,895
25.01.2025 13:15;27,981;1,499;20,4;29,48;20,4;4,6;5,48;0,36;2,8;1,47;0,025;1,04
25.01.2025 13:30;7,847;1,673;31,6;9,52;31,6;1,2;10,4;1,04;2,88;1,64;0,08;0,885
25.01.2025 13:45;3,96;1,52;19,44;5,48;19,44;2,64;2,84;2;2,24;1,49;0,04;1,025
25.01.2025 14:00;46,642;1,678;1,4;48,32;1,4;6,96;0,2;0,16;3,68;1,645;0,065;0,875
25.01.2025 14:15;21,57;1,55;7,08;23,12;7,08;2,16;1,44;0,2;4,72;1,52;0,03;0,995
25.01.2025 14:30;8,342;1,418;9,88;9,76;9,88;1,6;1,76;1;4,96;1,39;0;1,11
25.01.2025 14:45;2,781;1,459;17,08;4,24;17,08;2,08;2,88;1,36;2,48;1,43;0;1,07
25.01.2025 15:00;2,227;1,454;19,36;3,68;19,36;2,48;3,28;1,48;1,56;1,425;0;1,065
25.01.2025 15:15;1,09;1,55;42,68;2,64;42,68;0,52;9,32;1,44;1,64;1,52;0;0,965
25.01.2025 15:30;9,521;1,479;12,8;11;12,8;3,6;2,72;0,4;2,04;1,45;0,015;1,06
25.01.2025 15:45;11,233;1,647;11,16;12,88;11,16;5,52;2;0,48;1,24;1,615;0,07;0,92
25.01.2025 16:00;18,983;1,658;23,04;20,64;23,04;3,6;5,28;0,24;1,76;1,625;0,015;0,855
25.01.2025 16:15;69,474;1,566;10,6;71,04;10,6;17,12;2,08;0,16;0,8;1,535;0;0,95
25.01.2025 16:30;2,554;1,566;25,88;4,12;25,88;0,96;3,6;3,08;2,84;1,535;0;0,925
25.01.2025 16:45;161,417;1,703;0;163,12;0;29,12;0;0;0,04;1,67;0;0,81
25.01.2025 17:00;25,584;1,576;6,64;27,16;6,64;3,2;0,04;1,84;4,8;1,545;0,055;0,955
25.01.2025 17:15;13,719;1,561;60;15,28;60;2,04;12,04;1,08;2,2;1,53;0,025;0,965
25.01.2025 17:30;1,264;1,576;32,32;2,84;32,32;0,16;1,28;4,8;2,52;1,545;0;0,905
25.01.2025 17:45;33,857;1,663;6,08;35,52;6,08;4,36;0;1,6;3,96;1,63;0,06;0,845
25.01.2025 18:00;0,631;1,489;17,64;2,12;17,64;0,32;0,08;4,08;4,16;1,46;0,05;1,04
25.01.2025 18:15;9,868;1,612;48,64;11,48;48,64;0,24;8,04;1,2;3,4;1,58;0,065;0,92
25.01.2025 18:30;8,2;1,52;17,92;9,72;17,92;0,36;1;3,24;4,52;1,49;0,025;0,98
25.01.2025 18:45;5,12;1,52;16,72;6,64;16,72;0,32;0,08;3,56;4,24;1,49;0,015;0,975
25.01.2025 19:00;0;1,545;26,0253;0,6;25,08;0,16;0,6;5,08;2,64;1,515;0;0,935
25.01.2025 19:15;6,941;1,499;12,08;8,44;12,08;0,4;0,52;2,56;5,44;1,47;0;0,985
25.01.2025 19:30;3,15;1,53;19,68;4,68;19,68;0,36;1,16;2,56;4,56;1,5;0;0,945
25.01.2025 19:45;13,581;1,459;7,32;15,04;7,32;1,52;0,36;1,08;5,68;1,43;0,045;1,085
25.01.2025 20:00;6,459;1,581;6,12;8,04;6,12;5,12;1,6;0;0,64;1,55;0,05;0,93
25.01.2025 20:15;124,901;1,499;4,12;126,4;4,12;27,32;0,88;0,68;1,48;1,47;0;1,02
25.01.2025 20:30;24,776;1,464;2,08;26,24;2,08;3,2;0,36;0,44;4,76;1,435;0;1,035
25.01.2025 20:45;15,61;1,55;22,76;17,16;22,76;0,88;6,52;1,12;4,84;1,52;0,015;0,95
25.01.2025 21:00;23,152;1,448;5,24;24,6;5,24;3,12;0,28;0,96;4,52;1,42;0,02;1,07
25.01.2025 21:15;12,445;1,556;50,52;14;50,52;1,92;17,08;0,24;1,44;1,525;0,01;0,945
25.01.2025 21:30;11,841;1,479;9,08;13,32;9,08;2,24;1,76;0,32;4;1,45;0;1,025
25.01.2025 21:45;32,324;1,596;8,52;33,92;8,52;11,16;1,64;0,52;1,24;1,565;0,04;0,91
25.01.2025 22:00;24,011;1,469;11,8;25,48;11,8;4,08;2,08;0,28;2,72;1,44;0;1,03
25.01.2025 22:15;9,766;1,474;15,16;11,24;15,16;3,72;3,2;0,48;2,28;1,445;0;1,025
25.01.2025 22:30;3,23;1,53;18,36;4,76;18,36;2,4;3,96;0,92;1,88;1,5;0,025;0,985
25.01.2025 22:45;0;1,464;40,6237;0,2;39,36;1;9,04;1,04;0,32;1,435;0;1,045
25.01.2025 23:00;16,751;1,489;4,44;18,24;4,44;1,76;1,16;0,08;5,24;1,46;0,015;0,995
25.01.2025 23:15;7,536;1,505;4,2;9,04;4,2;0,76;0;1,16;7,24;1,475;0;0,97
25.01.2025 23:30;5,256;1,464;9,36;6,72;9,36;0,24;0,04;2,44;5,68;1,435;0;1,01
25.01.2025 23:45;0;1,479;38,839;1,04;38,4;0,16;3,52;3,24;2,88;1,45;0;0,985
26.01.2025 00:00;19,839;1,561;5,08;21,4;5,08;0,84;0;1,56;6,16;1,53;0,04;0,935
26.01.2025 00:15;0,907;1,454;46,56;2,36;46,56;0,08;5,32;3,8;2;1,425;0;1,04
26.01.2025 00:30;3,077;1,443;32,36;4,52;32,36;0,44;1,84;4,16;3;1,415;0;1,035
