# Datum der Auswertung: 01.02.2025
# Zeitraum der Auswertung: 01.01.2025 - 01.02.2025
# Z‰hlpunkte:
# DE00721470567000ZE000003260753VS0 NNA/LGS_Saldo_Bosch Batterie Speicher Wernau Junkersstr. P+ Robert Bosch GmbH Batteriespeicher Wernau
# DE00721470567EM0ZE000003260755VS0 VNA/EGS Saldo_Bosch Batterie Speicher Wernau Junkersstr. ‹berschuﬂ P- Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung P+ Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung P- Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q1 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q2 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q3 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q4 Robert Bosch GmbH Batteriespeicher Wernau
Datum/Zeit;NNA/LGS_Saldo_Bosch Batterie Speicher Wernau Junkersstr. P+;VNA/EGS Saldo_Bosch Batterie Speicher Wernau Junkersstr. ‹berschuﬂ P-;Bosch Wernau Batterie-Speicher Abrechnung P+;Bosch Wernau Batterie-Speicher Abrechnung P-;Bosch Wernau Batterie-Speicher Abrechnung Q1;Bosch Wernau Batterie-Speicher Abrechnung Q2;Bosch Wernau Batterie-Speicher Abrechnung Q3;Bosch Wernau Batterie-Speicher Abrechnung Q4
03.01.2025 09:45;13,854;31,88;15,16;31,88;0,2;3,96;1,92;6,4
03.01.2025 10:00;19,763;25,88;21,12;25,88;0,08;1,52;3,28;8,36
03.01.2025 10:15;165,808;0;167,2;0;4,88;0;0;5,16
03.01.2025 10:30;13,075;7,88;14,6;7,88;0,12;0,88;0,8;15,2
03.01.2025 10:45;22,542;13,12;23,96;13,12;0,2;0,16;2,4;9,08
03.01.2025 11:00;22,821;18,64;24,32;18,64;0,16;2,84;1,52;11,4
03.01.2025 11:15;34,324;51,08;35,64;51,08;0,12;10,64;0,84;7,88
03.01.2025 11:30;21,583;5,52;23,2;5,52;0,28;0,04;2,04;9,76
03.01.2025 11:45;8,8;13,8;10,32;13,8;0,2;0,44;2,48;10,08
03.01.2025 12:00;13,151;21;14,64;21;0,16;1,04;2,68;8,08
03.01.2025 12:15;19,097;8,52;20,52;8,52;0,2;0,16;1,72;7,76
03.01.2025 12:30;8,758;6,88;10,12;6,88;0,32;0,04;2,04;8,4
03.01.2025 12:45;1,461;35,2;2,92;35,2;0,16;3,36;3,52;4,32
03.01.2025 13:00;35,292;1,28;36,72;1,28;0,6;0;0,4;12,2
03.01.2025 13:15;20,762;5,8;22,2;5,8;0,16;0,08;2,24;14,24
03.01.2025 13:30;33,782;2,72;35,2;2,72;0,32;0,04;0,76;13,2
03.01.2025 13:45;22,218;7,08;23,6;7,08;0,6;0;2;8,08
03.01.2025 14:00;41,787;0,24;43,24;0,24;2,64;0;0,2;6,32
03.01.2025 14:15;54,545;21,2;56,08;21,2;3,96;1,16;2,32;2,12
03.01.2025 14:30;0;25,2908;1,36;25,08;0,16;0,84;4;3,6
03.01.2025 14:45;0;30,5249;1,28;30,28;0,04;1,8;4,12;3
03.01.2025 15:00;22,858;4,28;24,24;4,28;0,76;0;1,4;6,44
03.01.2025 15:15;29,403;11,84;30,76;11,84;1,88;0;2,44;4,2
03.01.2025 15:30;0;30,8433;1,08;30,48;0,2;1,12;5,24;2,36
03.01.2025 15:45;24,372;13,96;25,8;13,96;1,72;0,12;2,8;4,08
03.01.2025 16:00;25,393;4,24;26,76;4,24;0,68;0,04;1,08;6,56
03.01.2025 16:15;9,342;32,56;10,76;32,56;0,36;2,92;3,8;2,48
03.01.2025 16:30;0;52,3335;0,2;51,08;0;5,32;4,36;1
03.01.2025 16:45;6,522;37,96;7,96;37,96;0,16;1,84;4,44;2,44
03.01.2025 17:00;2,7;26,52;4;26,52;0,32;1,52;3,8;4,24
03.01.2025 17:15;3,558;23,24;4,92;23,24;0,12;0,56;3,8;4,6
03.01.2025 17:30;3,717;29,6;5,16;29,6;0,04;1,76;3,4;5,68
03.01.2025 17:45;11,283;15,88;12,64;15,88;0,36;0,72;3,44;7,88
03.01.2025 18:00;1,654;42,72;2,96;42,72;0,16;2,88;4,28;2,52
03.01.2025 18:15;0,113;25,76;1,48;25,76;0,2;0,52;5,2;2,84
03.01.2025 18:30;193,643;0;195,04;0;18,96;0;0;0
03.01.2025 18:45;14,078;6,32;15,44;6,32;0,52;0,04;1,88;6,56
03.01.2025 19:00;12,454;2,56;13,76;2,56;0,56;0,04;0,6;7,4
03.01.2025 19:15;6,607;7,64;8,04;7,64;0,16;0,08;1,92;6,32
03.01.2025 19:30;0,567;22,92;2;22,92;0,16;1,56;3,12;4,2
03.01.2025 19:45;12,507;6,8;13,92;6,8;0,56;0,04;1,52;7,08
03.01.2025 20:00;26,62;2,72;27,92;2,72;0,48;0;0,8;8,76
03.01.2025 20:15;14,827;8,16;16,24;8,16;0,52;0,04;2,04;7,56
03.01.2025 20:30;10,38;9,92;11,68;9,92;0,6;0,44;2,08;5,88
03.01.2025 20:45;36,222;18,8;37,64;18,8;3,04;1,12;2,16;3,36
03.01.2025 21:00;25,803;11,12;27,2;11,12;0,72;0,12;2,56;4,72
03.01.2025 21:15;9,569;28,76;10,88;28,76;0,64;2,56;3,08;3,56
03.01.2025 21:30;9,257;11,64;10,68;11,64;0,4;0,04;2,64;5,56
03.01.2025 21:45;18,838;8,8;20,24;8,8;0,84;0,6;1,24;5,92
03.01.2025 22:00;41,189;0,32;42,52;0,32;4,48;0;0,2;5,08
03.01.2025 22:15;0;59,006;0,88;58,56;0,72;17,6;0,72;0,24
03.01.2025 22:30;3,262;16,8;4,68;16,8;1,84;3,28;0,96;3,04
03.01.2025 22:45;10,884;28,96;12,2;28,96;2,16;7,12;0,68;2,6
03.01.2025 23:00;21,213;7,24;22,6;7,24;3,96;1,24;0,2;2,76
03.01.2025 23:15;0;82,966;1,04;82,68;0,96;33,4;0,4;0,52
03.01.2025 23:30;10,169;4,48;11,48;4,48;3,88;1,12;0,2;4,04
03.01.2025 23:45;0,369;34,08;1,68;34,08;1,16;7,28;1,36;0,8
04.01.2025 00:00;195,899;0;197,24;0;48;0;0;0
04.01.2025 00:15;1,592;126,12;3,04;126,12;0,12;62,24;0,16;1,12
04.01.2025 00:30;35,662;4,32;37,08;4,32;0,32;0;0,96;7,64
04.01.2025 00:45;19,947;1,6;21,36;1,6;0,36;0;0,68;7,32
04.01.2025 01:00;37,374;0,08;38,68;0,08;1,12;0;0,04;7,08
04.01.2025 01:15;133,933;0,16;135,56;0,16;3,56;0;0,04;4,76
04.01.2025 01:30;11,584;8,52;13,68;8,52;0,36;0,12;2,16;6,44
04.01.2025 01:45;24,843;26,92;26,72;26,92;0,52;3,16;1,72;5,24
04.01.2025 02:00;21,738;72,88;23,36;72,88;0,32;18;0;4,16
04.01.2025 02:15;0;243,8637;0;242,4;0;45,72;0;0
04.01.2025 02:30;39,614;8,52;40,92;8,52;0,68;1;0,72;8,72
04.01.2025 02:45;9,598;17,64;11;17,64;0,2;1,52;2,08;5,28
04.01.2025 03:00;232,067;0;233,48;0;15,84;0;0;0,04
04.01.2025 03:15;3,355;23,24;5,12;23,24;0,4;1,72;3,16;4,04
04.01.2025 03:30;20,45;0,12;22;0,12;0,64;0;0,12;7,68
04.01.2025 03:45;15,2;5,12;16,72;5,12;0,4;0,04;1,12;7,08
04.01.2025 04:00;23,532;0,56;24,96;0,56;0,56;0;0,16;9,08
04.01.2025 04:15;33,692;0,32;35,12;0,32;0,12;0;0,36;17,8
04.01.2025 04:30;16,278;1,52;17,68;1,52;0,08;0,04;1,56;14,2
04.01.2025 04:45;8,479;3,28;9,8;3,28;0,08;0;1,04;11
04.01.2025 05:00;7,422;1,04;8,84;1,04;0,12;0;0,48;9,16
04.01.2025 05:15;16,712;0,96;18,12;0,96;0,12;0;0,44;12,84
04.01.2025 05:30;6,152;5,8;7,56;5,8;0,04;0;1,92;6,16
04.01.2025 05:45;28,42;1,44;29,72;1,44;0,08;0;1,36;15,92
04.01.2025 06:00;18,152;0,6;19,56;0,6;0;0;0,76;18,88
04.01.2025 06:15;21,662;8,44;23,08;8,44;0,96;0,16;2,12;6,76
04.01.2025 06:30;7,353;5,64;8,72;5,64;0,4;0;1,52;6,72
04.01.2025 06:45;11,134;1,72;12,48;1,72;0,16;0;0,64;7,52
04.01.2025 07:00;11,568;4,72;12,96;4,72;0,28;0;1,6;6,52
04.01.2025 07:15;56,107;2,24;57,52;2,24;6,64;0;0,72;4,28
04.01.2025 07:30;22,494;1,76;23,8;1,76;0,6;0;0,68;7,16
04.01.2025 07:45;7,582;19,64;9;19,64;0,12;0,64;2,88;4,76
04.01.2025 08:00;0;142,2911;0;140,96;0;35,52;0,28;0,04
04.01.2025 08:15;25,862;21,44;27,28;21,44;2,56;1,36;2,68;3,44
04.01.2025 08:30;5,387;2,76;6,8;2,76;0,52;0;1,12;7,24
04.01.2025 08:45;5,26;4,24;6,56;4,24;0,32;0;1,4;7,12
04.01.2025 09:00;7,174;1,68;8,48;1,68;0,56;0;0,6;7,52
04.01.2025 09:15;10,78;3,28;12,08;3,28;0,04;0;1,04;7,28
04.01.2025 09:30;9,547;3,48;10,96;3,48;0,56;0;1,08;7,76
04.01.2025 09:45;9,58;21,08;10,88;21,08;0,28;0,24;3,76;4,24
04.01.2025 10:00;7,758;8,56;9,16;8,56;0,6;0,08;1,84;7,04
04.01.2025 10:15;2,044;43,36;3,36;43,36;0,28;8,48;2,32;4
04.01.2025 10:30;44,147;4,92;45,56;4,92;1,96;0,2;1;5,2
04.01.2025 10:45;20,814;4,68;22,12;4,68;0,44;0,04;1,36;6,76
04.01.2025 11:00;35,238;2,32;36,64;2,32;2,44;0;0,8;5,88
04.01.2025 11:15;0,107;31,4;1,52;31,4;0,16;1,16;5,16;2,52
04.01.2025 11:30;29,123;4,44;30,48;4,44;1,48;0;1,32;5,76
04.01.2025 11:45;4,123;18,52;5,52;18,52;0,28;0,28;3,68;4,4
04.01.2025 12:00;14,437;10,72;15,88;10,72;0,28;0,04;2,2;5,88
04.01.2025 12:15;7,033;29,68;8,4;29,68;0,16;2,4;3,48;3,4
04.01.2025 12:30;7,882;8,64;9,32;8,64;0,24;0,08;2,44;5,84
04.01.2025 12:45;7,047;16;8,48;16;0,32;0,56;2,76;5,08
04.01.2025 13:00;16,798;3,8;18,16;3,8;0,36;0;1;7,12
04.01.2025 13:15;0,417;31,24;1,84;31,24;0,08;1,4;4,96;2,44
04.01.2025 13:30;4,033;20,72;5,4;20,72;0,28;0,76;3,68;4,16
04.01.2025 13:45;0,322;36,36;1,76;36,36;0,04;3;4,4;2,44
04.01.2025 14:00;22,593;3,68;23,96;3,68;1,28;0;1,28;6,2
04.01.2025 14:15;9,037;21,52;10,48;21,52;0,68;1,04;3,68;3,84
04.01.2025 14:30;2,713;20,64;4,08;20,64;0,2;0,44;3,92;4,12
04.01.2025 14:45;1,357;22,32;2,8;22,32;0,08;0,56;4,28;3,64
04.01.2025 15:00;16,918;3,92;18,28;3,92;0,52;0;1;7,08
04.01.2025 15:15;3,678;14,68;5,04;14,68;0,28;0,08;3,72;4,56
04.01.2025 15:30;0;41,6519;1;41,28;0,08;4,08;3,44;2,4
04.01.2025 15:45;126,863;0,28;128,24;0,28;6,12;0,12;0;3,36
04.01.2025 16:00;2,593;25,28;3,96;25,28;0,2;1,4;4,24;3,28
04.01.2025 16:15;39,067;15,64;40,52;15,64;4,64;1,28;1,84;3,32
04.01.2025 16:30;0;29,6296;1,28;29,4;0,12;1,24;4,32;3,28
04.01.2025 16:45;0;39,7805;0,08;38,56;0;0,28;7,92;0,56
04.01.2025 17:00;5,198;31,76;6,6;31,76;0,12;1,24;4,96;2,4
04.01.2025 17:15;28,353;7,08;29,72;7,08;1,68;0,04;1,64;5,56
04.01.2025 17:30;13,678;17,92;15,04;17,92;0,68;1,2;2,24;4,96
04.01.2025 17:45;166,528;0;167,92;0;16,92;0;0;0,64
04.01.2025 18:00;15,496;8,12;16,96;8,12;0,36;0,12;1,56;6,32
04.01.2025 18:15;0,008;41,48;1,4;41,48;0,16;2,44;5,16;1,8
04.01.2025 18:30;11,552;8,6;12,96;8,6;0,24;0,08;2,2;5,92
04.01.2025 18:45;5,907;4,16;7,36;4,16;0,48;0,04;1,28;6,68
04.01.2025 19:00;0;27,148;0,8;26,52;0;0,36;5,68;2,36
04.01.2025 19:15;12,152;19,28;13,6;19,28;0,48;1,52;1,92;5,12
04.01.2025 19:30;11,254;5,8;12,6;5,8;0,32;0,04;1,4;6,88
04.01.2025 19:45;8,218;16,76;9,6;16,76;0,6;0,56;2,4;5,84
04.01.2025 20:00;4,713;5,8;6,08;5,8;4,68;1,2;0,36;1,12
04.01.2025 20:15;0;111,4425;1,16;111,2;1,36;42,96;0,52;0,6
04.01.2025 20:30;9,437;9,96;10,88;9,96;3,92;2,04;0,72;2,28
04.01.2025 20:45;10,367;15,28;11,8;15,28;0,96;3,6;0,72;5,24
04.01.2025 21:00;211,283;0;212,64;0;49,56;0;0;0,04
04.01.2025 21:15;4,93;39,92;6,44;39,92;0,92;9,48;1,16;2
04.01.2025 21:30;15,619;2,52;17,2;2,52;5,64;0,6;0,04;1,4
04.01.2025 21:45;21,445;29,28;22,96;29,28;1,92;10,56;0,32;2,6
04.01.2025 22:00;44,028;0;45,4;0;5,24;0;0,04;5,72
04.01.2025 22:15;11,618;49;13;49;3,8;19,88;0,2;0,72
04.01.2025 22:30;5,702;5,28;7,12;5,28;3,08;1,2;0,4;4,6
04.01.2025 22:45;6,787;32,72;8,24;32,72;1,36;8,4;0,76;1,56
04.01.2025 23:00;10,797;6,8;12,24;6,8;3,84;1,68;0,28;2,2
04.01.2025 23:15;0;67,4417;0,56;66,64;1,12;26,04;0,68;0,76
04.01.2025 23:30;14,613;7,64;16;7,64;2,96;1,16;0,4;3,88
04.01.2025 23:45;25,272;36,6;26,68;36,6;3,92;13,48;0,28;1,92
05.01.2025 00:00;221,919;0;223,52;0;53,2;0;0;0,04
05.01.2025 00:15;2,64;65,04;4,44;65,04;0,92;23,48;1,44;0,96
05.01.2025 00:30;16,194;22,72;18,04;22,72;0,64;0,88;3,28;3,44
05.01.2025 00:45;24,243;24,12;25,88;24,12;0,8;3,36;1,88;3,88
05.01.2025 01:00;2,563;20,48;3,96;20,48;0,24;0,28;4,44;3,68
05.01.2025 01:15;3,149;28,28;4,48;28,28;0,12;2,36;3,4;3,76
05.01.2025 01:30;16,468;4,48;17,84;4,48;0,4;0,04;0,92;7,12
05.01.2025 01:45;28,332;8,6;29,76;8,6;0,52;0,36;1,36;6,04
05.01.2025 02:00;44,348;0;45,72;0;1,16;0;0;6,96
05.01.2025 02:15;1,216;39,64;2,68;39,64;0,16;4,72;3,04;2,76
05.01.2025 02:30;40,122;0,16;41,56;0,16;1,84;0;0,08;6,32
05.01.2025 02:45;11,638;5,32;13;5,32;0,72;0,04;1,44;6,44
05.01.2025 03:00;55,477;0;56,92;0;1,48;0;0;6,8
05.01.2025 03:15;0,042;33,88;1,48;33,88;0,24;2,08;3,6;3,16
05.01.2025 03:30;21,337;2,92;22,76;2,92;0,4;0;0,96;7,08
05.01.2025 03:45;23,712;0,12;25,16;0,12;0,68;0;0,08;7,76
05.01.2025 04:00;8,129;4,56;9,48;4,56;0,12;0;1,56;6,48
05.01.2025 04:15;0,063;24,56;1,44;24,56;0,16;2,2;3,68;3,56
05.01.2025 04:30;1,807;5,28;3,24;5,28;0,28;0;1,72;6,52
05.01.2025 04:45;3,447;15,08;4,88;15,08;0,12;0,08;3,96;4,36
05.01.2025 05:00;1,417;1,24;2,84;1,24;0,16;0;0,64;7,72
05.01.2025 05:15;0,843;6,8;2,2;6,8;0,2;0,04;2;6,36
05.01.2025 05:30;10,857;1,68;12,28;1,68;0,12;0;0,68;7,36
05.01.2025 05:45;8,824;1,8;10,16;1,8;0,36;0;0,64;9,08
05.01.2025 06:00;12,013;3,52;13,4;3,52;0,32;0;1,08;7,52
05.01.2025 06:15;3,127;3,92;4,56;3,92;0,08;0;1,36;7,84
05.01.2025 06:30;0,792;10,68;2,2;10,68;0,12;0,08;3,12;5,24
05.01.2025 06:45;4,817;5,88;6,24;5,88;0,28;0;1,56;8,28
05.01.2025 07:00;2,283;27,52;3,64;27,52;0,08;0,84;4,84;3
05.01.2025 07:15;43,272;16,72;44,72;16,72;1,68;0,16;2,8;8,76
05.01.2025 07:30;12,483;10,44;13,84;10,44;0,24;0,12;2,04;9,04
05.01.2025 07:45;6,402;1,64;7,84;1,64;0,32;0;0,84;11,76
05.01.2025 08:00;4,803;2,24;6,2;2,24;0,04;0;0,68;8,52
05.01.2025 08:15;7,668;1,64;9,04;1,64;0,12;0;0,8;9,44
05.01.2025 08:30;4,182;3,4;5,6;3,4;0,24;0,04;1,52;11,2
05.01.2025 08:45;4,58;3,36;5,88;3,36;0,2;0;1,24;10,72
05.01.2025 09:00;19,249;1,72;20,6;1,72;0,08;0;0,52;14,32
05.01.2025 09:15;4,487;38,88;5,92;38,88;0,12;2,6;4,44;4,44
05.01.2025 09:30;13,433;21,56;14,8;21,56;0,16;1,8;1,64;8,72
05.01.2025 09:45;0;65,6833;0,08;64,32;0;6,92;4,04;0,48
05.01.2025 10:00;4,563;5,52;5,92;5,52;0,04;0;2,64;11,48
05.01.2025 10:15;8,332;14,36;9,76;14,36;0,12;0;8,48;10,32
05.01.2025 10:30;41,108;3,4;42,48;3,4;0,04;0;1,48;14,4
05.01.2025 10:45;173,173;0;174,56;0;5,28;0;0;1,72
05.01.2025 11:00;35,021;0;36,48;0;0,08;0;0;20,88
05.01.2025 11:15;2,816;15,36;4,28;15,36;0;0,88;2,64;9,12
05.01.2025 11:30;31,591;0,48;33,08;0,48;2,44;0;0,2;6,56
05.01.2025 11:45;0,89;11,84;2,4;11,84;0,12;0,12;3,08;5,08
05.01.2025 12:00;0,76;18,32;2,28;18,32;0,04;0,12;4,48;3,8
05.01.2025 12:15;0;37,3786;0,24;36,16;0,36;2,96;3,84;1,36
05.01.2025 12:30;8,721;20,96;10,2;20,96;3;3,6;0,52;2,16
05.01.2025 12:45;1,748;26,08;3,12;26,08;2,08;5,32;0,96;0,96
05.01.2025 13:00;0,085;14,44;1,6;14,44;3,36;2,88;0,56;1,24
05.01.2025 13:15;2,952;8,88;4,4;8,88;4,44;2,16;0,4;1,68
05.01.2025 13:30;1,621;6,84;3,12;6,84;4,64;1,56;0,16;1,48
05.01.2025 13:45;0,356;13,2;1,84;13,2;3,64;2,64;0,64;1,24
05.01.2025 14:00;7,818;10,64;9,2;10,64;3;2,08;0,6;2,68
05.01.2025 14:15;8,716;25,24;10,2;25,24;2,64;4,72;0,56;1,24
05.01.2025 14:30;1,587;17,24;3,04;17,24;2,52;3,36;0,48;1,36
05.01.2025 14:45;0;16,839;0,88;16,24;3,12;3,4;0,52;0,68
05.01.2025 15:00;1,791;8,04;3,28;8,04;4,44;2;0,2;0,92
05.01.2025 15:15;0,946;17,32;2,44;17,32;4,16;4,04;0,2;0,24
05.01.2025 15:30;169,519;0;171,08;0;45,88;0;0;0
05.01.2025 15:45;10,399;4,68;11,96;4,68;4,6;1;0,36;2,72
05.01.2025 16:00;1,716;12,36;3,2;12,36;4,08;2,48;0,28;1,92
05.01.2025 16:15;49,166;1,52;50,64;1,52;0,96;0,28;0;6,64
05.01.2025 16:30;1,519;20,84;3,08;20,84;2,2;3,6;1,12;2,16
05.01.2025 16:45;21,664;1,04;23,24;1,04;1,48;0,08;0,2;7,12
05.01.2025 17:00;0,761;17,6;2,24;17,6;2,92;2,68;1;1,32
05.01.2025 17:15;4,931;11,32;6,4;11,32;0,4;0,56;2,32;5,44
05.01.2025 17:30;2,354;6,2;3,92;6,2;0,32;0;1,84;6,4
05.01.2025 17:45;43,239;0,12;44,8;0,12;1,96;0;0,04;6,44
05.01.2025 18:00;45,681;0;47,16;0;1,32;0;0;6,64
05.01.2025 18:15;40,08;0,08;41,6;0,08;1,88;0;0,08;7,04
05.01.2025 18:30;14,236;2,76;15,72;2,76;0,28;0;0,88;7,12
05.01.2025 18:45;57,061;0;58,56;0;4,52;0;0;5,76
05.01.2025 19:00;58,804;0;60,4;0;3,92;0;0;5,08
05.01.2025 19:15;7,914;5,12;9,48;5,12;0,6;0;1,56;6,72
05.01.2025 19:30;0;140,3877;0;138,72;0;66,16;0,08;0
05.01.2025 19:45;37,328;7,48;38,96;7,48;2,84;2,2;0,04;4,2
05.01.2025 20:00;8,378;3,72;9,76;3,72;3,76;0,68;0,4;4,52
05.01.2025 20:15;3,77;42,56;5,28;42,56;2,96;17,72;0,16;0,84
05.01.2025 20:30;14,629;1,52;16,2;1,52;4,88;0,16;0,4;4,44
05.01.2025 20:45;19,466;7,96;20,96;7,96;2,16;1,44;0,4;3,96
05.01.2025 21:00;11,708;2,04;13,08;2,04;3,16;0,44;0,2;4,72
05.01.2025 21:15;0,616;35,28;2,12;35,28;2,32;10,16;0,24;0,4
05.01.2025 21:30;15,336;2,32;16,8;2,32;5,28;0,52;0,24;2,48
05.01.2025 21:45;16,926;7,36;18,4;7,36;3,8;1,36;0,56;2,8
05.01.2025 22:00;37,936;1,04;39,4;1,04;4,88;0,36;0;3,24
05.01.2025 22:15;18,165;33,68;19,68;33,68;3,96;13,92;0,2;1,8
05.01.2025 22:30;16,021;3,28;17,48;3,28;4,24;0,84;0,28;3,16
05.01.2025 22:45;12,706;8,04;14,2;8,04;0,32;0,08;2,2;5,88
05.01.2025 23:00;8,711;9,48;10,2;9,48;0,24;0;2,36;5,84
05.01.2025 23:15;10,333;41,08;11,72;41,08;0,52;7,64;0,76;4,72
05.01.2025 23:30;18,267;2,8;19,72;2,8;0,36;0;0,72;7,08
05.01.2025 23:45;4,216;10,56;5,68;10,56;0,2;0,72;1,64;6,16
06.01.2025 00:00;3,966;5,4;5,44;5,4;0,12;0,04;1,36;6,68
06.01.2025 00:15;0;97,8774;0;96,48;0;17,84;2,8;0,04
06.01.2025 00:30;1,571;35,28;3,04;35,28;0,16;4,36;3,52;3,32
06.01.2025 00:45;13,467;7,4;14,88;7,4;0,32;0,04;1,56;6,76
06.01.2025 01:00;9,878;0,4;11,28;0,4;0,36;0;0,12;10,24
06.01.2025 01:15;0;79,697;0,28;78,6;0;11,44;2,36;0,52
06.01.2025 01:30;6,336;33,92;7,8;33,92;0,36;5,52;1,44;4,32
06.01.2025 01:45;15,278;8,48;16,64;8,48;0,52;0,04;2,2;5,76
06.01.2025 02:00;180,341;0;181,84;0;21,4;0;0;0
06.01.2025 02:15;8,433;14,28;9,8;14,28;0,2;0,4;2,96;5
06.01.2025 02:30;9,11;1,92;10,64;1,92;0,72;0,08;0,96;7,36
06.01.2025 02:45;4,473;2,72;5,84;2,72;0,44;0,04;1,04;7,44
06.01.2025 03:00;23,197;0,04;24,64;0,04;0,32;0;0,04;12,44
06.01.2025 03:15;1,614;15,8;2,96;15,8;0,2;0,2;3,64;5,32
06.01.2025 03:30;8,178;1,2;9,56;1,2;0,24;0;0,56;9,16
06.01.2025 03:45;10,333;1,68;11,72;1,68;0,2;0;0,48;10,08
06.01.2025 04:00;21,332;0,16;22,76;0,16;0,44;0;0,12;10,48
06.01.2025 04:15;1,737;7,56;3,16;7,56;0,2;0,08;1,52;7,04
06.01.2025 04:30;9,282;11,08;10,72;11,08;0,2;0,04;2,8;7,44
06.01.2025 04:45;7,393;2,32;8,76;2,32;0,36;0;0,84;8,96
06.01.2025 05:00;8,522;6,56;9,96;6,56;0,2;0,04;1,92;8,36
06.01.2025 05:15;22,332;3,92;23,76;3,92;0,12;0;1,68;12,92
06.01.2025 05:30;5,947;4,12;7,36;4,12;0,08;0,04;1,68;11,8
06.01.2025 05:45;0,003;21,72;1,36;21,72;0,08;0,12;5,24;3,6
06.01.2025 06:00;0;23,5276;1,08;23,2;0,08;0,12;5,24;3,28
06.01.2025 06:15;7,459;80,6;8,8;80,6;0,16;16,52;1,04;4,32
06.01.2025 06:30;7,447;23,04;8,88;23,04;0,2;0,28;4,32;3,68
06.01.2025 06:45;0;48,657;0,16;47,44;0;3,72;4,96;1,12
06.01.2025 07:00;0,438;19,8;1,8;19,8;0,2;0,16;3,76;4,52
06.01.2025 07:15;8,273;25,88;9,64;25,88;0,16;1,4;3,36;4,04
06.01.2025 07:30;145,956;0,16;147,44;0,16;9,28;0;0,04;2,24
06.01.2025 07:45;0,033;40,44;1,4;40,44;0,16;1,84;5,72;1,16
06.01.2025 08:00;0;67,3692;0,52;66,4;0,08;11,84;1,56;2,16
06.01.2025 08:15;28,402;6,52;29,84;6,52;0,92;0,08;1,44;7,28
06.01.2025 08:30;162,723;0,16;164,12;0,16;9,8;0;0,04;0,76
06.01.2025 08:45;13,176;1,48;14,64;1,48;0,4;0,04;0,56;9,28
06.01.2025 09:00;2,637;11,8;4,08;11,8;0,24;0,08;3,12;5,04
06.01.2025 09:15;15,158;2,08;16,56;2,08;0,52;0;0,68;7,6
06.01.2025 09:30;0,611;18,24;2,08;18,24;0,24;0,28;3,64;4,28
06.01.2025 09:45;19,712;11,96;21,12;11,96;0,4;0,24;2,2;6,28
06.01.2025 10:00;5,861;9,28;7,32;9,28;0,2;0,12;2,2;6,44
06.01.2025 10:15;0;22,3684;1,2;22,12;0,12;0,72;4,2;3,56
06.01.2025 10:30;3,347;17,68;4,8;17,68;0,08;0,4;3,6;4,24
06.01.2025 10:45;7,803;6,76;9,2;6,76;0,24;0;2;6
06.01.2025 11:00;1,416;11,6;2,88;11,6;0,24;0;2,76;5,48
06.01.2025 11:15;12,882;14,44;14,32;14,44;0,44;0,48;1,88;5,84
06.01.2025 11:30;7,992;3,64;9,44;3,64;0,24;0;1,12;7,04
06.01.2025 11:45;2,571;9,76;4,04;9,76;0,32;0,04;2,64;6,56
06.01.2025 12:00;16,37;12,28;17,88;12,28;0,68;0,16;2,36;6,48
06.01.2025 12:15;9,988;2;11,36;2;0,68;0,04;0,84;8,72
06.01.2025 12:30;5,32;14,8;6,84;14,8;0,36;0,36;3,12;5,64
06.01.2025 12:45;162,659;0;164,24;0;4,72;0;0;1,92
06.01.2025 13:00;15,886;3,8;17,36;3,8;0,52;0,08;0,8;7,12
06.01.2025 13:15;13,525;0,88;15,08;0,88;0,4;0;0,36;7,72
06.01.2025 13:30;22,064;0,88;23,64;0,88;0,48;0;0,48;7,32
06.01.2025 13:45;10,92;8,84;12,44;8,84;0,32;0,04;2,24;5,88
06.01.2025 14:00;17,553;10,12;19,2;10,12;0,52;0;2,48;4,92
06.01.2025 14:15;7,218;15,36;8,84;15,36;0,92;0,36;3,52;4,08
06.01.2025 14:30;9,194;6,12;10,8;6,12;0,32;0,04;1,72;6,2
06.01.2025 14:45;0;24,1877;1;23,52;0,08;0,84;5;2,68
06.01.2025 15:00;1,93;21,72;3,48;21,72;0;0,24;4,28;3,56
06.01.2025 15:15;8,877;9,28;10,56;9,28;0,92;0,08;2,12;5,52
06.01.2025 15:30;11,856;13,12;13,36;13,12;0,64;0,04;3,12;4,64
06.01.2025 15:45;22,192;3,72;23,88;3,72;1,12;0,04;1;6,36
06.01.2025 16:00;32,901;0,28;34,4;0,28;0,72;0;0,12;7,84
06.01.2025 16:15;40,047;2,2;41,72;2,2;0,68;0;0,56;9,64
06.01.2025 16:30;1,509;32,24;3,08;32,24;0,16;1,48;4,4;3,64
