# Datum der Auswertung: 01.02.2025
# Zeitraum der Auswertung: 01.01.2025 - 01.02.2025
# Z‰hlpunkte:
# DE00721470567000ZE000003260753VS0 NNA/LGS_Saldo_Bosch Batterie Speicher Wernau Junkersstr. P+ Robert Bosch GmbH Batteriespeicher Wernau
# DE00721470567EM0ZE000003260755VS0 VNA/EGS Saldo_Bosch Batterie Speicher Wernau Junkersstr. ‹berschuﬂ P- Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung P+ Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung P- Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q1 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q2 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q3 Robert Bosch GmbH Batteriespeicher Wernau
# DE0072147324900000000000000901125 Bosch Wernau Batterie-Speicher Abrechnung Q4 Robert Bosch GmbH Batteriespeicher Wernau
Datum/Zeit;NNA/LGS_Saldo_Bosch Batterie Speicher Wernau Junkersstr. P+;VNA/EGS Saldo_Bosch Batterie Speicher Wernau Junkersstr. ‹berschuﬂ P-;Bosch Wernau Batterie-Speicher Abrechnung P+;Bosch Wernau Batterie-Speicher Abrechnung P-;Bosch Wernau Batterie-Speicher Abrechnung Q1;Bosch Wernau Batterie-Speicher Abrechnung Q2;Bosch Wernau Batterie-Speicher Abrechnung Q3;Bosch Wernau Batterie-Speicher Abrechnung Q4
06.01.2025 16:45;4,685;13,28;6,2;13,28;0,16;0,24;2,84;6,04
06.01.2025 17:00;0;42,8285;0,6;41,72;0,04;4,28;3,44;2,04
06.01.2025 17:15;8,041;13,52;9,52;13,52;0,36;0,28;4;7,04
06.01.2025 17:30;0;25,4626;0,84;24,64;0,08;0,32;8,04;4,12
06.01.2025 17:45;36,951;3,28;38,44;3,28;0,08;0;1,92;16
06.01.2025 18:00;13,339;11,32;14,92;11,32;0,08;0,12;2,52;11,76
06.01.2025 18:15;60,734;0,72;62,32;0,72;0,68;0;0,52;10,88
06.01.2025 18:30;4,031;12,12;5,52;12,12;0,08;0,24;2,84;6,44
06.01.2025 18:45;4,848;7,4;6,48;7,4;0,16;0,04;2,28;8,6
06.01.2025 19:00;13,576;9,36;15,04;9,36;0,24;0;3,28;11,68
06.01.2025 19:15;11,551;20,04;13,04;20,04;0,12;0,28;6,32;12,32
06.01.2025 19:30;28,533;0,6;30,16;0,6;0,2;0;0,2;13,28
06.01.2025 19:45;6,616;9,2;8,08;9,2;0,24;0,08;2,52;8,2
06.01.2025 20:00;45,211;2,64;46,68;2,64;0,6;0;1,12;10,52
06.01.2025 20:15;15,875;65,16;17,4;65,16;0,68;11,16;1,72;3,08
06.01.2025 20:30;17,649;5,72;19,24;5,72;0,52;0,8;0,48;7,56
06.01.2025 20:45;32,971;5,16;34,44;5,16;0,88;0;1,28;7,32
06.01.2025 21:00;64,571;0;66,04;0;4,2;0;0;4,32
06.01.2025 21:15;0,645;32,48;2,2;32,48;0,2;2,4;3,4;2,68
06.01.2025 21:30;55,639;1,28;57,2;1,28;0,68;0;0,36;9,52
06.01.2025 21:45;19,221;8,72;20,68;8,72;0,6;0,16;1,52;6,4
06.01.2025 22:00;78,915;0;80,44;0;8,4;0;0;3,56
06.01.2025 22:15;8,07;94,52;9,84;94,52;0,16;33,88;0,88;2,48
06.01.2025 22:30;35,95;1,24;37,48;1,24;2;0;0,44;5,8
06.01.2025 22:45;0;147,4771;0;145,84;0;39;0,08;0
06.01.2025 23:00;26,037;4,92;27,48;4,92;0,4;0,36;0,88;6,76
06.01.2025 23:15;9,336;48,6;10,84;48,6;0,8;7,12;2,16;2,08
06.01.2025 23:30;27,999;1,92;29,56;1,92;1,08;0;0,68;6,56
06.01.2025 23:45;14,987;7,28;16,44;7,28;0,88;0,32;1,4;6,32
07.01.2025 00:00;71,416;0;72,88;0;10,8;0;0;3,12
07.01.2025 00:15;0,971;35,4;2,44;35,4;0,24;2,88;3,52;2,68
07.01.2025 00:30;28,376;0,28;29,84;0,28;0,56;0;0,16;7,4
07.01.2025 00:45;12,13;8,64;13,68;8,64;0,68;0,44;1,24;6,2
07.01.2025 01:00;47,005;0,24;48,52;0,24;2,2;0;0,12;6,12
07.01.2025 01:15;10,421;4,76;11,88;4,76;0,44;0;1,36;6,84
07.01.2025 01:30;11,672;1,2;13,12;1,2;0,48;0;0,6;7,52
07.01.2025 01:45;10,766;10,72;12,24;10,72;0,24;0,04;2,24;5,48
07.01.2025 02:00;43,645;0;45,2;0;0,44;0;0;11,72
07.01.2025 02:15;0,816;11,44;2,32;11,44;0,16;0,08;2,6;5,96
07.01.2025 02:30;17,501;0,04;18,96;0,04;0,68;0;0,08;8,36
07.01.2025 02:45;9,442;3,48;10,88;3,48;0,28;0;1,16;7,08
07.01.2025 03:00;13,512;0,8;14,96;0,8;0,56;0;0,32;7,84
07.01.2025 03:15;3,731;8,6;5,2;8,6;0,28;0,12;2,16;5,92
07.01.2025 03:30;14,484;1,84;16,08;1,84;0,56;0;0,52;7,2
07.01.2025 03:45;23,021;0;24,48;0;0,44;0;0;8
07.01.2025 04:00;0;127,9241;0,16;126,6;0;29,52;0,04;0,04
07.01.2025 04:15;47,227;0,48;48,68;0,48;3,4;0,12;0;6,28
07.01.2025 04:30;16,787;0,64;18,24;0,64;0,52;0;0,28;8,16
07.01.2025 04:45;37,856;0;39,32;0;0,48;0;0;7,96
07.01.2025 05:00;15,021;0;16,48;0;0,68;0;0;8,8
07.01.2025 05:15;34,974;2,24;36,56;2,24;0,16;0;1,92;16,2
07.01.2025 05:30;17,017;3,84;18,44;3,84;0;0;1,92;15,68
07.01.2025 05:45;0,781;34;2,28;34;0,08;0;11,12;5,8
07.01.2025 06:00;0;163,788;0;162,36;0;40,08;0,28;0
07.01.2025 06:15;40,756;33,16;42,24;33,16;1;3,4;2,08;3,44
07.01.2025 06:30;2,511;13,44;4;13,44;0,2;0,04;3,64;6,12
07.01.2025 06:45;0;76,5437;0,24;75,32;0,08;9,44;1,72;2,24
07.01.2025 07:00;11,917;26,64;13,36;26,64;0,12;0,08;8,52;6
07.01.2025 07:15;58,392;21,4;59,84;21,4;1,4;0,04;5,16;5,84
07.01.2025 07:30;6,757;29,36;8,2;29,36;0,08;2,12;3,44;4,76
07.01.2025 07:45;176,676;0;178,16;0;13,68;0;0;1,28
07.01.2025 08:00;11;9,6;12,52;9,6;0,56;0,08;2,88;6,32
07.01.2025 08:15;51,291;14,8;53,04;14,8;0,8;0,4;2,32;4,64
07.01.2025 08:30;2,444;26,24;4,04;26,24;0,16;0,6;4,68;3,84
07.01.2025 08:45;9,37;3,6;10,88;3,6;0,4;0,12;0,8;6,56
07.01.2025 09:00;3,322;17,88;4,76;17,88;0,04;0,12;3,56;4,32
07.01.2025 09:15;10,867;52,72;12,32;52,72;0,4;9,68;0,68;5,12
07.01.2025 09:30;1,898;17,68;3,28;17,68;0,12;0,56;3,28;4,52
07.01.2025 09:45;64,006;8,24;65,48;8,24;0,36;0,64;0,56;10,72
07.01.2025 10:00;35,856;1,8;37,32;1,8;0,16;0;0,56;12,92
07.01.2025 10:15;5,187;33,68;6,64;33,68;0,04;3,16;3,32;5,04
07.01.2025 10:30;17,445;4,16;18,96;4,16;0,72;0,12;0,8;8,76
07.01.2025 10:45;57,172;4,24;58,6;4,24;0,16;0;1,12;12,2
07.01.2025 11:00;66,496;0,68;68;0,68;0,16;0;0,44;13
07.01.2025 11:15;14,825;11,36;16,36;11,36;0,16;0,16;2,24;11,12
07.01.2025 11:30;37,93;2,6;39,44;2,6;0,2;0;0,6;12,68
07.01.2025 11:45;23,248;1;24,88;1;0;0;0,8;18,32
07.01.2025 12:00;21,534;2,84;23,12;2,84;0;0;2,24;18,88
07.01.2025 12:15;0;169,8967;0,04;168,32;0;42,32;0,12;0,04
07.01.2025 12:30;16,663;3,24;18,04;3,24;0,44;0,16;0,84;10,84
07.01.2025 12:45;9,381;14,28;10,88;14,28;0,2;0,4;3,08;4,72
07.01.2025 13:00;1,931;19,84;3,4;19,84;0;0,68;3,44;4,24
07.01.2025 13:15;39,555;8,84;41,08;8,84;0,88;0,64;1,44;7,36
07.01.2025 13:30;0,301;39,88;1,8;39,88;0,12;1,32;5,56;1,52
07.01.2025 13:45;6,896;15,2;8,36;15,2;0,6;0,12;3,12;5,16
07.01.2025 14:00;10,077;29,16;11,52;29,16;0,24;1,32;4,32;2,64
07.01.2025 14:15;35,501;6,96;36,96;6,96;0,96;0,56;1,04;6,4
07.01.2025 14:30;0;42,1206;0,4;40,96;0;3,44;4,84;1,36
07.01.2025 14:45;3,086;18,24;4,56;18,24;0,32;0,08;3,64;4,48
07.01.2025 15:00;5,587;23,72;7,04;23,72;0,16;0,96;4,24;3,24
07.01.2025 15:15;47,333;33,84;48,72;33,84;8,72;9,12;1,12;1,24
07.01.2025 15:30;0;54,6331;0,48;53,68;0,28;11,76;1,64;0,4
07.01.2025 15:45;11,75;23,28;13,28;23,28;0,28;1,84;2,32;4,6
07.01.2025 16:00;10,148;14,36;11,52;14,36;0,28;0,6;2,68;5,04
07.01.2025 16:15;39,761;8,8;41,24;8,8;6,12;0,36;1,84;3,52
07.01.2025 16:30;154,931;0;156,4;0;4,88;0;0,04;2,6
07.01.2025 16:45;16,621;23,56;18,08;23,56;0,36;0,96;2,88;4,44
07.01.2025 17:00;8,151;25,96;9,64;25,96;0,32;0,72;4,48;3,2
07.01.2025 17:15;39,512;16,92;40,96;16,92;3,28;0,28;2,6;2,6
07.01.2025 17:30;17,837;4,4;19,28;4,4;0,44;0,04;1,28;6,92
07.01.2025 17:45;24,501;3,96;25,96;3,96;0,28;0;1,16;6,56
07.01.2025 18:00;23,336;0,4;24,8;0,4;0,52;0;0,12;7,52
07.01.2025 18:15;16,067;10,32;17,52;10,32;0,44;0,04;2,28;5,4
07.01.2025 18:30;6,501;25;7,96;25;0,12;2,04;2,72;4,2
07.01.2025 18:45;23,682;0,8;25,12;0,8;0,4;0;0,32;7,48
07.01.2025 19:00;11,272;16,56;12,72;16,56;0,4;0,68;2,96;4,48
07.01.2025 19:15;1,347;37,92;2,8;37,92;0,08;3,28;4,04;2,16
07.01.2025 19:30;41,322;3,84;42,76;3,84;3,72;0;0,96;4,68
07.01.2025 19:45;7,357;22,04;8,8;22,04;0,32;1,48;2,4;4,6
07.01.2025 20:00;38,821;6,28;40,28;6,28;2,4;0;1,24;5,48
07.01.2025 20:15;22,496;69,48;23,96;69,48;1,28;15,68;0,68;2,6
07.01.2025 20:30;23,181;3,16;24,64;3,16;0,72;0;1,08;6,52
07.01.2025 20:45;31,432;17,6;32,88;17,6;2,16;2,36;1,08;4,52
07.01.2025 21:00;62,472;3,72;63,92;3,72;12,88;0,76;0,24;2,16
07.01.2025 21:15;0,352;56,44;1,8;56,44;0,6;18,68;1,24;1,16
07.01.2025 21:30;30,308;1,08;31,68;1,08;0,72;0;0,36;9
07.01.2025 21:45;39,802;5;41,24;5;0,36;0;0,96;9,52
07.01.2025 22:00;39,276;2,88;40,76;2,88;0,76;0;0,84;6,8
07.01.2025 22:15;9,658;49,04;11,04;49,04;0,28;16,52;1,16;4,56
07.01.2025 22:30;7,506;6,12;9;6,12;0,16;0;1,72;6,2
07.01.2025 22:45;13,097;11,48;14,52;11,48;0,48;0,28;2,2;5,32
07.01.2025 23:00;34,096;2,44;35,6;2,44;2;0;0,64;5,92
07.01.2025 23:15;16,748;24,8;18,12;24,8;0,44;3,92;1,04;5,4
07.01.2025 23:30;18,911;0,56;20,4;0,56;0,72;0;0,28;7,56
07.01.2025 23:45;33,011;4,32;34,48;4,32;2,6;0,04;1,2;5,12
08.01.2025 00:00;29,216;3,6;30,68;3,6;1,12;0;0,72;6,52
08.01.2025 00:15;0,536;40;2;40;0,56;5,52;3,04;2,36
08.01.2025 00:30;18,112;7,8;19,56;7,8;0,56;0,04;2,24;5,48
08.01.2025 00:45;16,647;0,56;18,08;0,56;0,8;0;0,28;7,84
08.01.2025 01:00;23,006;1,68;24,48;1,68;1,28;0;0,68;6,84
08.01.2025 01:15;3,397;39,92;4,84;39,92;0,16;4,28;3,28;2,88
08.01.2025 01:30;27,227;0;28,68;0;0,76;0;0;7,64
08.01.2025 01:45;29,757;0,84;31,2;0,84;1,52;0;0,4;6,56
08.01.2025 02:00;49,952;0;51,4;0;1,12;0;0;6,8
08.01.2025 02:15;2,752;28,56;4,2;28,56;0,12;1,72;4,12;3,04
08.01.2025 02:30;17,581;5,64;19,04;5,64;0,44;0,04;1,4;6,64
08.01.2025 02:45;0;151,6041;0,12;150,24;0;60,88;0;0,04
08.01.2025 03:00;46,541;0,8;48;0,8;2,4;0,32;0;6,2
08.01.2025 03:15;4,901;7,56;6,36;7,56;0,28;0,08;2,56;5,8
08.01.2025 03:30;5,112;5,92;6,56;5,92;0,36;0,04;1,6;6,6
08.01.2025 03:45;14,682;23,32;16,12;23,32;0,44;2,64;2,16;4,36
08.01.2025 04:00;13,696;0,6;15,16;0,6;0,48;0;0,24;7,92
08.01.2025 04:15;22,797;0;24,24;0;0,48;0;0;8,08
08.01.2025 04:30;6,152;5,36;7,6;5,36;0,2;0;1,64;6,48
08.01.2025 04:45;15,021;7;16,48;7;0,52;0,04;1,64;6,08
08.01.2025 05:00;22,527;4,92;23,96;4,92;0,8;0;1,48;5,6
08.01.2025 05:15;28,997;2;30,44;2;0,28;0;0,72;11,92
08.01.2025 05:30;17,867;7,76;19,32;7,76;0,12;0,04;2,08;7,52
08.01.2025 05:45;7,923;14,68;9,32;14,68;0;0;10;12
08.01.2025 06:00;25,427;21,48;26,88;21,48;0,32;0;11,16;7,48
08.01.2025 06:15;70,196;40,6;71,68;40,6;2,36;6,44;1,16;2,24
08.01.2025 06:30;0,027;54,48;1,48;54,48;0,08;6,24;3,64;1,44
08.01.2025 06:45;18,639;41,28;20,2;41,28;0,04;2,8;4,44;3,72
08.01.2025 07:00;0;169,9386;0;168,48;0;42,4;0,04;0
08.01.2025 07:15;42,807;9,44;44,24;9,44;0,4;0,08;4,76;11,72
08.01.2025 07:30;4,383;28,24;5,76;28,24;0;0,04;10,52;9,68
08.01.2025 07:45;6,497;27,32;7,92;27,32;0;0;12,52;8,52
08.01.2025 08:00;9,561;9;11,04;9;0,04;0,08;2,6;12,68
08.01.2025 08:15;25,223;19,64;26,6;19,64;0,64;1,16;2,56;4,32
08.01.2025 08:30;148,025;0;149,56;0;33,76;0;0;0,04
08.01.2025 08:45;23,39;12,04;24,92;12,04;1,6;0,24;2,2;4,56
08.01.2025 09:00;14,03;6,04;15,56;6,04;0,52;0,04;1,28;6,68
08.01.2025 09:15;23,176;25,16;24,68;25,16;1,64;5,68;0,68;4,28
08.01.2025 09:30;15,671;5,96;17,16;5,96;2,52;1,04;0,68;4,64
08.01.2025 09:45;42,471;0,56;43,96;0,56;3,32;0;0,32;6,04
08.01.2025 10:00;49,53;0,64;51,04;0,64;5,64;0;0,2;5,2
08.01.2025 10:15;12,358;53,84;14;53,84;0,32;12;0,6;4,32
08.01.2025 10:30;71,698;0,72;73,32;0,72;9,48;0;0,28;2,32
08.01.2025 10:45;12,927;14;14,6;14;0,48;0,08;3,12;5,12
08.01.2025 11:00;22,076;2,76;23,56;2,76;0,72;0;0,8;7,4
08.01.2025 11:15;8,265;29,72;9,8;29,72;0,28;3,32;2,04;4,36
08.01.2025 11:30;18,576;6,52;20,08;6,52;1,12;0,04;1,84;5,6
08.01.2025 11:45;23,421;2,36;24,88;2,36;0,72;0;0,76;7,16
08.01.2025 12:00;21,233;0,48;22,6;0,48;0,48;0;0,28;7,84
08.01.2025 12:15;6,701;27,24;8,16;27,24;0,04;2,72;2,72;3,72
08.01.2025 12:30;46,997;0;48,44;0;2,04;0;0;6,44
08.01.2025 12:45;5,791;18,84;7,28;18,84;0,36;2;2,8;4,44
08.01.2025 13:00;50,783;0,04;52,16;0,04;4,72;0;0,08;5,44
08.01.2025 13:15;2,691;26,6;4,16;26,6;0,16;2,72;2,88;4,16
08.01.2025 13:30;0;139,5249;0,04;138,04;0,04;37,12;0;0
08.01.2025 13:45;0;58,8143;0,12;57,44;0,04;6,96;3,92;0,6
08.01.2025 14:00;15,123;16,2;16,52;16,2;0,56;0,36;2,8;4,64
08.01.2025 14:15;27,741;53,12;29,2;53,12;4,84;7,2;2,08;0,84
08.01.2025 14:30;0;93,5829;0,04;92,2;0;15,92;1,84;0,28
08.01.2025 14:45;0;59,4076;0,28;58,28;0,04;10,12;2,52;1,72
08.01.2025 15:00;14,227;6,76;15,64;6,76;0,56;0;1,88;6,2
08.01.2025 15:15;172,558;0;173,96;0;37;0;0;0,08
08.01.2025 15:30;0,922;30,48;2,36;30,48;0,4;2,48;3,72;2,12
08.01.2025 15:45;6,268;26,8;7,64;26,8;0,64;3,56;2,04;3,6
08.01.2025 16:00;16,941;3,36;18,44;3,36;1,4;0,12;1,04;6,32
08.01.2025 16:15;99,766;0,92;101,24;0,92;23,88;0,04;0,28;1,88
08.01.2025 16:30;11,861;21;13,32;21;1,36;3,68;0,72;3,52
08.01.2025 16:45;189,712;0;191,4;0;51,16;0;0;0,04
08.01.2025 17:00;13,025;23,36;15,08;23,36;1,48;5,76;0,72;2,88
08.01.2025 17:15;90,467;2,56;92,68;2,56;20,28;0,64;0,2;1,4
08.01.2025 17:30;6,485;8,84;8,52;8,84;4,36;1,72;0,28;2,52
08.01.2025 17:45;1,453;12,2;3,08;12,2;2,96;2,16;0,72;2,6
08.01.2025 18:00;0;155,348;0,04;153,96;0;82,44;0;0,04
08.01.2025 18:15;26,881;28,08;28,36;28,08;0,72;10,92;0,16;3,96
08.01.2025 18:30;7,371;14,32;8,84;14,32;2,32;2,52;0,72;3,6
08.01.2025 18:45;10,767;8,44;12,2;8,44;0,32;0;2,04;5,84
08.01.2025 19:00;13,998;1;15,36;1;0,52;0;0,36;7,76
08.01.2025 19:15;16,987;32,68;18,44;32,68;0,44;4,84;1,24;4,52
08.01.2025 19:30;17,93;2,12;19,44;2,12;0,92;0;0,68;6,92
08.01.2025 19:45;25,887;10,32;27,32;10,32;0,52;0,2;1,72;5,68
08.01.2025 20:00;43,988;0,12;45,36;0,12;3,28;0;0,08;6,24
08.01.2025 20:15;2,726;46,36;4,2;46,36;1,88;15,88;0,84;0,2
08.01.2025 20:30;24,112;8,6;25,56;8,6;1,32;1,56;0,2;5,8
08.01.2025 20:45;14,672;21,48;16,12;21,48;3,56;5,8;0,4;2,48
08.01.2025 21:00;34,397;4,12;35,84;4,12;1,04;0,64;0,24;6,8
08.01.2025 21:15;17,021;40,16;18,48;40,16;0,6;6,48;1,36;3,48
08.01.2025 21:30;51,917;0;53,36;0;0,6;0;0;10,12
08.01.2025 21:45;28,962;10,68;30,4;10,68;0,4;0,24;1,48;8,72
08.01.2025 22:00;108,917;0,96;110,36;0,96;2,84;0;0,2;6,68
08.01.2025 22:15;17,707;41,24;19,16;41,24;0,8;5,04;2,72;2,4
08.01.2025 22:30;11,522;4,48;12,96;4,48;0,48;0;0,88;7,36
08.01.2025 22:45;17,312;12;18,76;12;0,4;0,32;2,56;4,8
08.01.2025 23:00;0;117,8108;0,24;116,48;0,04;27,76;0,12;0
08.01.2025 23:15;0,646;63,24;2,12;63,24;0,6;11,36;2,76;1,84
08.01.2025 23:30;36,661;2,84;38,16;2,84;3,84;0;0,84;5,44
08.01.2025 23:45;12,668;13;14,04;13;0,8;0,24;2,72;4,92
09.01.2025 00:00;73,391;3,04;74,88;3,04;11,36;0,12;0,52;2,64
09.01.2025 00:15;0;86,9088;0,8;86,24;0,08;24,6;1,36;1,12
09.01.2025 00:30;33,97;2,08;35,48;2,08;0,72;0;0,56;6,8
09.01.2025 00:45;16,317;17,88;17,76;17,88;0,44;0,4;3,24;4,4
09.01.2025 01:00;16,032;1,12;17,48;1,12;0,92;0,04;0,32;6,8
09.01.2025 01:15;18,738;17,64;20,12;17,64;0,36;1,8;1,48;5,48
09.01.2025 01:30;10,826;0,6;12,32;0,6;2,28;0;0,24;5,88
09.01.2025 01:45;16,766;11;18,24;11;2,2;2,24;0,24;4,08
09.01.2025 02:00;27,392;0;28,84;0;0,88;0;0;7,52
09.01.2025 02:15;11,387;13,16;12,84;13,16;1,64;2,48;0,4;3,96
09.01.2025 02:30;24,369;0,88;25,96;0,88;3,36;0,2;0,16;4,92
09.01.2025 02:45;9,15;1,92;10,68;1,92;4,2;0,52;0,04;3,76
09.01.2025 03:00;35,816;0;37,28;0;2,76;0;0;5,2
09.01.2025 03:15;12,436;1,24;13,92;1,24;1,28;0;0,48;7,08
09.01.2025 03:30;4,461;1,84;5,92;1,84;0,6;0;0,72;7,48
09.01.2025 03:45;5,618;7,6;7,24;7,6;0,16;0,04;2,12;6
09.01.2025 04:00;19,371;0,72;20,84;0,72;0,32;0;0,36;7,6
09.01.2025 04:15;3,171;3,6;4,64;3,6;2,24;0,44;0,72;4,76
09.01.2025 04:30;8,592;3,08;10,04;3,08;0,36;0;1,08;7,04
09.01.2025 04:45;3,917;7,64;5,36;7,64;0,2;0,04;2;6,12
09.01.2025 05:00;6,965;27,24;8,52;27,24;0,4;1,16;3,92;3,4
09.01.2025 05:15;24,665;20,96;26,2;20,96;0,08;0,16;4,64;5,24
09.01.2025 05:30;0,388;43,48;1,76;43,48;0,2;4,68;2,16;4
09.01.2025 05:45;0;60,5947;0,16;59,24;0;2,2;11,92;2,44
09.01.2025 06:00;10,821;20,72;12,32;20,72;0,12;0;8,88;11,2
09.01.2025 06:15;33,171;55,12;34,64;55,12;0,56;10;1,64;3,12
09.01.2025 06:30;0;42,8135;1,08;42,44;0,04;1,48;5,72;1,2
09.01.2025 06:45;0;34,7998;0,52;33,8;0,08;0,24;9,68;2,12
09.01.2025 07:00;14,87;16,04;16,4;16,04;0,16;0,04;5,6;7,8
09.01.2025 07:15;38,983;37,72;40,36;37,72;0,88;0,04;6,36;6,84
09.01.2025 07:30;0;47,4237;0,28;46,24;0;0;16,16;3,12
09.01.2025 07:45;161,376;0,08;162,88;0,08;4,36;0;0,04;2,72
09.01.2025 08:00;5,045;22,32;6,6;22,32;0,04;0;10,48;8,76
09.01.2025 08:15;26,347;13,88;27,8;13,88;0,04;0;7,84;11,08
09.01.2025 08:30;4,117;15,48;5,56;15,48;0;0;9,96;11,32
09.01.2025 08:45;27,757;2,04;29,2;2,04;0;0;1,44;18,8
09.01.2025 09:00;0,371;24,52;1,84;24,52;0;0,2;9,16;7,2
09.01.2025 09:15;9,576;14,96;11,08;14,96;0,2;0,68;2,44;6,76
09.01.2025 09:30;18,57;6,92;20,12;6,92;0,32;0,04;1,6;11,64
09.01.2025 09:45;21,291;8,56;22,76;8,56;0,16;0,12;1,64;13,48
09.01.2025 10:00;20,478;21,76;21,88;21,76;0;0,16;6,88;10,52
09.01.2025 10:15;1,403;36,96;3,04;36,96;0;0,04;12,4;6,8
09.01.2025 10:30;14,216;4,44;15,68;4,44;0;0;3,56;18,36
09.01.2025 10:45;6,106;11,32;7,6;11,32;0;0;8,76;12,88
09.01.2025 11:00;17,225;9,68;18,76;9,68;0;0;5,84;14,6
09.01.2025 11:15;1,144;37,6;2,72;37,6;0;0,56;10,48;8,16
09.01.2025 11:30;15,366;1,32;16,84;1,32;0,04;0;1,56;19,12
09.01.2025 11:45;9,311;6,6;10,8;6,6;0,16;0;2,88;15,12
09.01.2025 12:00;1,823;19,04;3,48;19,04;0,12;0,36;5,76;8,6
09.01.2025 12:15;171,104;0,32;172,68;0,32;6;0;0,32;3,48
09.01.2025 12:30;34,15;7,76;35,68;7,76;0,08;0,44;1,48;13,92
09.01.2025 12:45;6,963;17,96;8,6;17,96;0,08;1;3,28;9,24
09.01.2025 13:00;14,26;4,08;15,8;4,08;0,04;0;2,6;15,72
09.01.2025 13:15;11,937;17,32;13,6;17,32;0;0,64;3,12;13,28
09.01.2025 13:30;24,704;1,52;26,28;1,52;0;0;1,6;19,24
09.01.2025 13:45;7,664;25,04;9,24;25,04;0,08;0,24;5,92;9,64
09.01.2025 14:00;21,419;5,56;23;5,56;0,12;0,04;1,52;11,88
09.01.2025 14:15;8,074;37,84;9,64;37,84;0,08;6,16;1,32;9,76
09.01.2025 14:30;17,863;4,76;19,52;4,76;0;0;3,2;17
09.01.2025 14:45;2,601;20,76;4,08;20,76;0,04;0,16;6,64;6,24
09.01.2025 15:00;5,873;16;7,52;16;0,12;0,12;4,28;8,88
09.01.2025 15:15;10,491;11;11,96;11;0,04;0;7,04;13,48
09.01.2025 15:30;0;34,3818;0,76;33,52;0,04;0,64;7,56;4,72
09.01.2025 15:45;21,64;2,2;23,16;2,2;0,2;0,04;0,88;11,52
09.01.2025 16:00;9,671;12,88;11,16;12,88;0,08;0,04;3,32;6,84
09.01.2025 16:15;64,353;11,56;66;11,56;1,36;0,44;1,64;6,16
09.01.2025 16:30;0,636;20,16;2,12;20,16;0,04;0,24;4,24;4,08
09.01.2025 16:45;10,921;16,84;12,4;16,84;0,12;0,2;3,88;6,24
09.01.2025 17:00;0;37,5563;0,36;36,32;0;0,4;7,36;2
09.01.2025 17:15;12,392;29,84;13,84;29,84;0,08;0,64;4,52;7,64
09.01.2025 17:30;1,718;29,52;3,08;29,52;0,16;0,88;5,12;3,84
09.01.2025 17:45;42,003;17;43,4;17;0,12;0,12;2,56;7,68
09.01.2025 18:00;11,447;15,04;12,88;15,04;0,08;0,28;2,48;8,52
09.01.2025 18:15;46,682;0,04;48,12;0,04;0,4;0;0,04;14,36
09.01.2025 18:30;1,014;37,2;2,32;37,2;0,12;1;5,96;1,8
09.01.2025 18:45;2,047;19,04;3,48;19,04;0,32;0,56;3,64;4,68
09.01.2025 19:00;11,757;17,36;13,2;17,36;0,16;0,24;3,32;6,88
09.01.2025 19:15;14,154;38,2;15,48;38,2;0,08;5,28;2,2;6,72
09.01.2025 19:30;19,478;1,68;20,88;1,68;0,32;0;0,48;12,48
09.01.2025 19:45;167,561;0;169,04;0;5,24;0;0;1,88
09.01.2025 20:00;6,518;18,36;7,88;18,36;0,52;0,56;3,4;4,76
09.01.2025 20:15;6,928;35,6;8,32;35,6;0,4;4,28;2,36;4
09.01.2025 20:30;31,501;1,68;32,96;1,68;1,16;0;0,48;6,88
09.01.2025 20:45;19,917;12,36;21,36;12,36;0,52;1,36;1,08;5,76
09.01.2025 21:00;51,862;0,96;53,28;0,96;9,72;0,2;0,2;2,12
09.01.2025 21:15;10,992;49,56;12,44;49,56;1,6;17,64;0,28;2,12
09.01.2025 21:30;34,247;3,92;35,68;3,92;4,68;0,64;0,16;3,6
09.01.2025 21:45;17,317;10,72;18,76;10,72;3,64;1,48;0,48;2,88
09.01.2025 22:00;72,526;6,36;74;6,36;17,84;1,2;0;0
09.01.2025 22:15;19,362;49,6;21,04;49,6;0,52;19;0,32;4,28
09.01.2025 22:30;9,008;20,68;10,64;20,68;0,28;0,92;2,96;5,28
09.01.2025 22:45;49,57;2,64;51,12;2,64;1,28;0;0,6;8,72
09.01.2025 23:00;14,72;6,24;16,24;6,24;0,48;0,08;1,56;9,2
09.01.2025 23:15;20,342;9,6;21,76;9,6;0,36;0,76;1,36;5,84
09.01.2025 23:30;28,918;4,24;30,28;4,24;0,44;0;1,04;7,32
09.01.2025 23:45;22,371;51;23,84;51;3,64;8,68;1,52;1,68
10.01.2025 00:00;27,317;4,52;28,76;4,52;1;0;1,08;6,84
10.01.2025 00:15;1,867;58,8;3,32;58,8;0,28;11,52;1,48;3,12
